Date,USG to China,PNW to China,Brazil Panama Canal to China,Brazil Cape Hope to China,BRL=
2018-12-18,40.34,23.27,42.74,33.39,3.9123
2018-12-19,39.94,23.13,42.23,33.07,3.8976
2018-12-20,39.36,22.98,41.53,32.77,3.8419
2018-12-21,38.79,22.62,40.88,32.08,3.9039
2018-12-24,38.42,22.38,40.43,31.88,3.9035
2018-12-25,38.42,22.38,40.43,31.88,3.9035
2018-12-26,38.42,22.38,40.43,32.29,3.9219
2018-12-27,38.8,22.27,40.92,32.33,3.8732
2018-12-28,38.83,22.32,40.95,31.82,3.8804
2018-12-31,38.36,22.25,40.37,31.67,3.8804
2019-01-01,38.23,22.15,40.19,31.67,3.8804
2019-01-02,37.92,21.98,39.85,31.22,3.7897
2019-01-03,37.53,21.95,39.38,31.56,3.7564
2019-01-04,37.79,21.76,39.75,31.46,3.7154
2019-01-07,37.56,21.63,39.51,31.01,3.7351
2019-01-08,36.89,20.84,38.74,30.67,3.7132
2019-01-09,36.62,20.92,38.46,30.84,3.6806
2019-01-10,36.65,20.66,38.58,30.25,3.7104
2019-01-11,36.2,20.4,38.07,29.75,3.7108
2019-01-14,35.96,20.33,37.79,29.54,3.6978
2019-01-15,35.77,20.28,37.56,29.34,3.7167
2019-01-16,35.45,20.08,37.2,28.94,3.7361
2019-01-17,35.02,19.82,36.7,28.68,3.7502
2019-01-18,34.86,19.72,36.52,28.71,3.7502
2019-01-21,34.83,19.68,36.52,28.49,3.7535
2019-01-22,34.48,19.47,36.12,28.18,3.8142
2019-01-23,33.8,19.14,35.35,27.48,3.7648
2019-01-24,33.22,18.8,34.7,26.91,3.7718
2019-01-25,32.6,18.47,34.0,26.33,3.7695
2019-01-28,32.11,18.2,33.45,25.59,3.7614
2019-01-29,31.52,17.93,32.76,25.29,3.7201
2019-01-30,31.37,17.84,32.59,25.29,3.6849
2019-01-31,30.91,17.54,32.1,24.68,3.6439
2019-02-01,30.86,17.46,32.05,24.4,3.6596
2019-02-04,30.67,17.48,31.81,24.79,3.6686
2019-02-05,31.05,17.49,32.29,24.88,3.6695
2019-02-06,31.12,17.61,32.38,24.84,3.6982
2019-02-07,31.12,17.68,32.38,24.95,3.7166
2019-02-08,31.27,17.75,32.56,24.87,3.729
2019-02-11,31.18,17.81,32.44,24.95,3.7576
2019-02-12,31.23,17.82,32.5,25.15,3.7097
2019-02-13,31.44,17.86,32.76,25.19,3.7543
2019-02-14,31.48,17.93,32.8,25.62,3.7232
2019-02-15,31.88,17.98,33.31,25.61,3.7007
2019-02-18,31.85,18.01,33.26,25.86,3.7351
2019-02-19,32.11,18.05,33.58,25.87,3.7227
2019-02-20,32.15,18.08,33.62,25.97,3.7273
2019-02-21,32.24,18.17,33.74,26.13,3.7693
2019-02-22,32.45,18.24,33.98,26.24,3.7482
2019-02-25,32.66,18.4,34.22,26.28,3.7519
2019-02-26,32.77,18.49,34.33,26.46,3.7487
2019-02-27,33.07,18.68,34.65,26.98,3.7285
2019-02-28,33.69,19.01,35.37,27.46,3.7511
2019-03-01,34.11,19.21,35.86,28.0,3.7749
2019-03-04,34.49,19.37,36.3,28.32,3.775
2019-03-05,34.74,19.61,36.59,28.22,3.775
2019-03-06,34.62,19.7,36.42,28.57,3.8397
2019-03-07,34.77,19.66,36.61,28.59,3.8701
2019-03-08,34.5,19.51,36.31,28.03,3.8666
2019-03-11,33.98,19.25,35.7,27.8,3.8392
2019-03-12,33.81,19.21,35.51,27.85,3.8111
2019-03-13,33.87,19.12,35.6,27.81,3.8142
2019-03-14,34.25,19.28,36.06,27.9,3.843
2019-03-15,34.63,19.61,36.47,28.42,3.8131
2019-03-18,34.92,19.74,36.81,28.61,3.7913
2019-03-19,35.11,19.9,37.01,28.87,3.7885
2019-03-20,35.64,20.21,37.61,29.43,3.7756
2019-03-21,36.23,20.59,38.28,29.92,3.7921
2019-03-22,36.49,20.75,38.57,30.08,3.9066
2019-03-25,36.51,20.76,38.58,30.01,3.8535
2019-03-26,36.58,20.9,38.63,30.53,3.8769
2019-03-27,37.0,21.04,39.13,30.72,3.9933
2019-03-28,37.34,21.28,39.52,31.03,3.9005
2019-03-29,37.48,21.35,39.67,31.31,3.9238
2019-04-01,37.7,21.46,39.94,31.55,3.8508
2019-04-02,37.96,21.58,40.25,31.7,3.8525
2019-04-03,38.21,21.75,40.53,32.03,3.8694
2019-04-04,38.37,21.79,40.72,32.1,3.8587
2019-04-05,38.23,21.72,40.57,31.88,3.873
2019-04-08,38.0,21.6,40.29,31.91,3.849
2019-04-09,37.97,21.53,40.28,31.75,3.8502
2019-04-10,37.86,21.44,40.17,31.56,3.8247
2019-04-11,37.88,21.45,40.18,31.57,3.857
2019-04-12,37.91,21.44,40.21,31.77,3.8812
2019-04-15,38.26,21.58,40.62,31.95,3.872
2019-04-16,38.44,21.69,40.82,32.12,3.9031
2019-04-17,38.66,21.79,41.06,32.48,3.9373
2019-04-18,38.86,21.89,41.3,32.48,3.9261
2019-04-19,38.75,21.87,41.16,32.5,3.926
2019-04-22,38.76,21.88,41.18,32.66,3.9358
2019-04-23,39.01,22.0,41.48,32.82,3.9197
2019-04-24,39.16,22.09,41.66,32.94,3.9922
2019-04-25,39.23,22.07,41.74,33.49,3.953
2019-04-26,39.75,22.15,42.38,33.15,3.9288
2019-04-29,39.36,22.11,41.9,32.91,3.9442
2019-04-30,39.12,22.01,41.6,32.92,3.9207
2019-05-01,39.2,22.05,41.7,32.86,3.9195
2019-05-02,39.12,22.02,41.59,32.8,3.9654
2019-05-03,39.07,22.0,41.54,32.69,3.9378
2019-05-06,38.96,21.98,41.4,32.6,3.9683
2019-05-07,38.99,22.0,41.43,32.42,3.97
2019-05-08,38.98,21.99,41.42,32.17,3.9279
2019-05-09,39.05,22.03,41.5,32.36,3.9456
2019-05-10,38.73,21.92,41.09,32.55,3.9566
2019-05-13,39.02,22.06,41.44,32.78,3.9925
2019-05-14,39.2,22.17,41.64,32.75,3.9745
2019-05-15,39.24,22.27,41.66,32.98,4.0012
2019-05-16,39.38,22.15,41.83,33.13,4.0467
2019-05-17,39.45,22.18,41.92,33.26,4.0997
2019-05-20,39.58,22.24,42.08,33.31,4.0963
2019-05-21,39.62,22.26,42.12,33.32,4.0387
2019-05-22,39.69,22.3,42.21,33.36,4.04
2019-05-23,39.86,22.41,42.39,33.22,4.0394
2019-05-24,39.67,22.37,42.15,33.05,4.0213
2019-05-27,39.4,22.37,41.8,33.15,4.041
2019-05-28,39.67,22.52,42.12,33.34,4.0243
2019-05-29,39.76,22.59,42.23,33.3,3.9742
2019-05-30,39.68,22.46,42.13,33.36,3.9816
2019-05-31,39.66,22.43,42.1,33.0,3.9218
2019-06-03,39.27,22.27,41.63,32.54,3.8851
2019-06-04,38.78,22.05,41.02,32.32,3.8542
2019-06-05,38.53,21.93,40.74,32.34,3.8808
2019-06-06,38.45,21.64,40.67,31.94,3.8795
2019-06-07,38.01,21.49,40.15,31.71,3.8774
2019-06-10,37.91,21.5,40.06,31.68,3.8874
2019-06-11,37.86,21.4,40.01,31.4,3.8569
2019-06-12,37.55,21.2,39.65,31.0,3.8669
2019-06-13,37.26,21.02,39.3,31.0,3.8485
2019-06-14,37.28,20.96,39.34,30.41,3.8956
2019-06-17,36.75,20.84,38.67,30.31,3.8881
2019-06-18,36.6,20.71,38.51,30.07,3.8595
2019-06-19,36.39,20.68,38.25,30.18,3.8388
2019-06-20,36.48,20.53,38.38,30.26,3.8386
2019-06-21,36.59,20.6,38.52,30.44,3.819
2019-06-24,36.97,20.79,38.98,30.75,3.8248
2019-06-25,37.4,20.99,39.49,31.36,3.8478
2019-06-26,38.06,21.22,40.27,31.81,3.8433
2019-06-27,38.84,21.53,41.17,32.5,3.8194
2019-06-28,39.37,21.9,41.77,33.13,3.8518
2019-07-01,39.89,22.23,42.38,31.36,3.8401
2019-07-02,40.53,22.64,43.09,32.17,3.8447
2019-07-03,41.31,23.03,44.0,32.29,3.8258
2019-07-04,42.72,24.04,45.54,34.12,3.8008
2019-07-05,43.76,24.64,46.73,35.2,3.8215
2019-07-08,44.21,25.04,47.27,35.46,3.8063
2019-07-09,44.7,25.42,47.84,35.86,3.8
2019-07-10,45.3,25.9,48.51,36.69,3.7543
2019-07-11,46.58,26.52,50.0,38.21,3.754
2019-07-12,47.86,27.18,51.52,38.69,3.7358
2019-07-15,48.18,27.69,51.85,39.0,3.7555
2019-07-16,48.82,28.16,52.56,39.21,3.768
2019-07-17,48.87,28.43,52.55,39.51,3.7632
2019-07-18,49.42,28.61,53.15,40.05,3.7187
2019-07-19,49.76,28.94,53.52,40.58,3.7481
2019-07-22,50.18,29.31,54.0,41.11,3.7403
2019-07-23,50.47,29.47,54.36,40.7,3.7735
2019-07-24,49.82,29.34,53.55,40.44,3.7726
2019-07-25,49.49,28.99,53.17,40.41,3.7783
2019-07-26,48.94,28.63,52.56,39.83,3.7753
2019-07-29,48.46,28.31,52.02,39.14,3.7813
2019-07-30,47.41,27.8,50.81,38.58,3.7896
2019-07-31,46.74,27.3,50.08,38.17,3.8125
2019-08-01,46.37,26.93,49.72,37.09,3.8388
2019-08-02,45.74,26.81,48.96,36.06,3.8883
2019-08-05,44.75,26.64,47.74,35.88,3.9778
2019-08-06,44.89,26.54,47.91,35.4,3.9603
2019-08-07,44.57,26.53,47.49,35.8,3.9682
2019-08-08,44.41,26.66,47.21,35.58,3.9188
2019-08-09,45.19,27.05,48.08,36.3,3.9406
2019-08-12,45.71,27.33,48.68,36.78,3.9853
2019-08-13,46.32,27.55,49.35,37.34,3.9646
2019-08-14,46.52,27.98,49.53,37.49,4.0522
2019-08-15,47.28,27.9,50.42,38.22,3.9908
2019-08-16,46.85,28.01,49.87,37.78,4.0054
2019-08-19,47.23,28.08,50.34,38.16,4.074
2019-08-20,47.22,28.0,50.33,38.15,4.0529
2019-08-21,47.27,28.05,50.38,38.19,4.026
2019-08-22,47.56,27.86,50.72,38.47,4.0704
2019-08-23,47.9,27.98,51.13,38.8,4.1196
2019-08-26,47.72,28.05,50.91,38.62,4.1569
2019-08-27,48.58,28.39,51.97,39.48,4.13
2019-08-28,48.57,28.62,51.92,39.44,4.1677
2019-08-29,48.8,28.93,52.19,39.66,4.1685
2019-08-30,48.9,29.02,52.3,39.75,4.1445
2019-09-02,48.59,29.02,51.91,39.44,4.1857
2019-09-03,48.49,28.94,51.78,39.33,4.1678
2019-09-04,47.81,28.91,50.93,38.65,4.0948
2019-09-05,47.95,29.04,51.13,38.8,4.1081
2019-09-06,48.32,28.8,51.61,39.19,4.0607
2019-09-09,47.97,28.73,51.2,38.86,4.0943
2019-09-10,48.73,28.66,52.19,39.65,4.0798
2019-09-11,48.44,28.77,51.86,39.38,4.0671
2019-09-12,48.06,28.64,51.38,38.99,4.0602
2019-09-13,47.79,28.73,51.03,38.71,4.084
2019-09-16,48.64,28.75,52.1,39.58,4.0801
2019-09-17,49.88,28.98,53.68,40.85,4.0773
2019-09-18,50.16,29.09,54.07,41.16,4.1106
2019-09-19,49.07,29.5,52.75,40.08,4.1672
2019-09-20,48.57,28.78,52.18,39.62,4.1472
2019-09-23,48.62,28.41,52.28,39.7,4.1629
2019-09-24,48.01,28.25,51.56,39.11,4.1647
2019-09-25,46.84,27.77,50.15,37.97,4.1477
2019-09-26,46.22,27.26,49.47,37.4,4.1707
2019-09-27,46.06,27.02,49.31,37.27,4.1599
2019-09-30,46.36,26.94,49.75,37.62,4.1551
2019-10-01,44.68,26.57,47.66,35.93,4.1578
2019-10-02,44.06,26.27,46.91,35.32,4.1287
2019-10-03,43.09,26.35,45.71,34.35,4.0832
2019-10-04,43.03,26.29,45.63,34.29,4.0551
2019-10-07,43.97,26.32,46.81,35.24,4.1068
2019-10-08,43.72,25.93,46.42,34.93,4.0942
2019-10-09,44.09,26.16,46.84,35.27,4.1089
2019-10-10,44.36,26.63,47.12,35.51,4.1089
2019-10-11,44.98,26.75,47.88,36.13,4.1094
2019-10-14,45.18,26.81,48.12,36.32,4.1255
2019-10-15,44.4,26.65,47.16,35.55,4.1805
2019-10-16,43.14,26.47,45.6,34.28,4.1505
2019-10-17,43.1,26.34,45.6,34.27,4.163
2019-10-18,42.98,26.05,45.47,34.17,4.1105
2019-10-21,42.88,26.05,45.37,34.09,4.1285
2019-10-22,41.39,25.76,43.52,32.59,4.0817
2019-10-23,41.44,25.7,43.62,32.66,4.0337
2019-10-24,41.72,25.66,43.99,32.96,4.0401
2019-10-25,41.35,25.35,43.59,32.63,4.0029
2019-10-28,40.68,25.08,42.81,31.99,3.9902
2019-10-29,40.42,24.85,42.55,31.77,3.998
2019-10-30,39.71,24.6,41.69,31.08,3.9895
2019-10-31,39.88,24.12,41.94,31.27,4.0174
2019-11-01,39.18,23.91,41.11,30.6,3.9897
2019-11-04,39.41,23.76,41.44,30.86,4.0152
2019-11-05,39.31,23.54,41.37,30.8,3.9935
2019-11-06,38.34,23.17,40.22,29.86,4.0834
2019-11-07,37.46,23.0,39.19,29.02,4.1004
2019-11-08,36.54,22.45,38.12,28.15,4.1633
2019-11-11,35.76,22.07,37.18,27.38,4.1516
2019-11-12,35.32,21.66,36.69,26.98,4.1675
2019-11-13,34.82,21.38,36.11,26.5,4.1702
2019-11-14,34.42,21.05,35.66,26.14,4.1949
2019-11-15,34.45,20.97,35.74,26.19,4.1957
2019-11-18,33.96,20.79,35.12,25.7,4.2177
2019-11-19,34.09,20.66,35.31,25.84,4.1942
2019-11-20,33.76,20.38,34.9,25.51,4.1955
2019-11-21,33.65,20.19,34.79,25.42,4.193
2019-11-22,33.52,20.21,34.63,25.29,4.1962
2019-11-25,33.33,19.94,34.44,25.13,4.2266
2019-11-26,33.1,19.69,34.19,24.93,4.233
2019-11-27,32.92,19.68,33.97,24.75,4.2636
2019-11-28,33.18,19.71,34.27,25.0,4.19
2019-11-29,33.66,19.99,34.82,25.44,4.2364
2019-12-02,33.74,20.01,34.87,25.49,4.223
2019-12-03,33.77,20.18,34.86,25.49,4.2063
2019-12-04,34.1,20.14,35.26,25.81,4.2077
2019-12-05,34.72,20.36,36.02,26.43,4.1856
2019-12-06,34.84,20.44,36.16,26.54,4.1411
2019-12-09,34.86,20.49,36.17,26.56,4.1422
2019-12-10,35.32,20.72,36.69,26.98,4.1467
2019-12-11,35.9,21.19,37.35,27.52,4.1238
2019-12-12,36.22,20.66,37.72,27.82,4.0905
2019-12-13,36.63,20.47,38.22,28.23,4.108
2019-12-16,36.79,20.41,38.43,28.4,4.0628
2019-12-17,36.62,20.33,38.23,28.23,4.0716
2019-12-18,35.99,19.98,37.51,27.64,4.063
2019-12-19,35.59,19.75,37.06,27.28,4.0694
2019-12-20,35.41,19.75,36.88,27.13,4.1022
2019-12-23,35.0,19.51,36.41,26.74,4.0833
2019-12-24,35.07,19.65,36.51,26.82,4.0833
2019-12-25,35.03,19.64,36.46,26.78,4.0833
2019-12-26,35.03,19.64,36.46,26.78,4.0557
2019-12-27,35.28,19.63,36.77,27.03,4.0456
2019-12-30,35.07,19.62,36.52,26.82,4.0191
2019-12-31,35.49,19.82,37.04,27.24,4.019
2020-01-01,35.39,19.85,36.92,27.15,4.019
2020-01-02,34.7,19.44,36.13,26.5,4.026
2020-01-03,33.72,18.99,34.98,25.56,4.0669
2020-01-06,33.1,18.55,34.32,25.02,4.0616
2020-01-07,32.71,18.32,33.92,24.68,4.0676
2020-01-08,32.1,18.13,33.2,24.1,4.0647
2020-01-09,31.93,17.95,33.02,23.95,4.0925
2020-01-10,31.68,17.91,32.72,23.7,4.096
2020-01-13,31.73,17.86,32.79,23.76,4.1466
2020-01-14,31.72,17.84,32.78,23.75,4.1326
2020-01-15,32.29,18.33,33.44,24.29,4.1753
2020-01-16,32.44,18.42,33.59,24.41,4.1847
2020-01-17,32.23,18.33,33.35,24.22,4.1616
2020-01-20,31.86,18.19,32.9,23.86,4.1898
2020-01-21,31.69,17.98,32.74,23.72,4.2123
2020-01-22,31.21,17.82,32.19,23.27,4.1826
2020-01-23,30.93,17.62,31.89,23.02,4.1703
2020-01-24,30.77,17.46,31.7,22.86,4.1814
2020-01-27,30.7,17.4,31.62,22.8,4.2074
2020-01-28,30.4,17.32,31.27,22.51,4.1943
2020-01-29,30.1,17.24,30.91,22.22,4.2303
2020-01-30,29.81,16.8,30.59,21.96,4.243
2020-01-31,29.48,16.65,30.21,21.64,4.282
2020-02-03,28.93,16.32,29.57,21.13,4.2476
2020-02-04,27.96,15.95,28.38,20.16,4.2545
2020-02-05,28.21,15.97,28.7,20.41,4.2353
2020-02-06,28.53,16.04,29.09,20.74,4.2822
2020-02-07,28.79,16.03,29.4,20.99,4.3203
2020-02-10,28.99,16.13,29.65,21.18,4.3248
2020-02-11,28.98,16.22,29.63,21.17,4.3316
2020-02-12,29.25,16.43,29.93,21.42,4.3548
2020-02-13,29.39,16.63,30.07,21.54,4.3498
2020-02-14,29.74,16.73,30.49,21.88,4.2974
2020-02-17,30.06,16.82,30.86,22.18,4.327
2020-02-18,30.34,16.97,31.18,22.44,4.3557
2020-02-19,30.46,17.02,31.31,22.55,4.3649
2020-02-20,30.89,17.36,31.82,22.96,4.3933
2020-02-21,31.41,17.57,32.43,23.46,4.3895
2020-02-24,31.65,17.71,32.7,23.69,4.3878
2020-02-25,31.66,17.63,32.68,23.67,4.3878
2020-02-26,31.98,17.85,33.03,23.96,4.4502
2020-02-27,32.23,17.93,33.31,24.19,4.4861
2020-02-28,32.38,18.03,33.46,24.32,4.4733
2020-03-02,32.45,18.07,33.53,24.38,4.474
2020-03-03,32.96,18.31,34.12,24.86,4.5144
2020-03-04,33.34,18.56,34.55,25.21,4.5847
2020-03-05,34.52,19.18,35.9,26.32,4.6073
2020-03-06,35.11,19.55,36.55,26.85,4.6269
2020-03-09,35.11,19.55,36.55,26.85,4.7231
2020-03-10,33.29,19.11,34.25,25.0,4.6425
2020-03-11,33.28,18.57,34.25,25.0,4.8136
2020-03-12,33.28,18.57,34.25,25.0,4.791
2020-03-13,31.96,18.07,32.66,23.7,4.858
2020-03-16,31.94,17.97,32.66,23.7,5.0002
2020-03-17,30.74,17.63,31.19,22.51,5.0084
2020-03-18,29.98,17.33,30.29,21.77,5.1064
2020-03-19,29.98,17.33,30.29,21.77,5.0957
2020-03-20,29.11,16.82,29.3,20.96,5.0627
2020-03-23,29.09,16.77,29.34,20.98,5.1444
2020-03-24,28.66,16.27,28.88,20.61,5.0983
2020-03-25,28.08,15.93,28.22,20.06,5.0353
2020-03-26,27.7,15.81,27.78,19.71,5.0212
2020-03-27,27.65,15.79,27.71,19.65,5.0997
2020-03-30,27.54,15.66,27.56,19.53,5.1936
2020-03-31,27.4,15.72,27.35,19.37,5.2046
2020-04-01,27.34,15.75,27.26,19.3,5.2493
2020-04-02,27.38,15.76,27.31,19.34,5.2533
2020-04-03,27.7,15.76,27.73,19.67,5.3506
2020-04-06,27.98,15.79,28.09,19.96,5.2863
2020-04-07,28.2,15.8,28.37,20.19,5.2214
2020-04-08,27.99,15.75,28.13,19.99,5.1233
2020-04-09,27.76,15.7,27.84,19.76,5.107
2020-04-10,27.79,15.66,27.87,19.78,5.1063
2020-04-13,27.79,15.66,27.87,19.78,5.1994
2020-04-14,27.82,15.59,27.91,19.81,5.1621
2020-04-15,27.69,15.52,27.75,19.68,5.2367
2020-04-16,27.83,15.73,27.91,19.82,5.2333
2020-04-17,27.86,15.68,27.94,19.84,5.2363
2020-04-20,27.91,15.71,28.01,19.9,5.3168
2020-04-21,27.38,15.36,27.34,19.36,5.3163
2020-04-22,27.1,15.22,27.0,19.08,5.458
2020-04-23,26.42,15.16,26.18,18.42,5.5335
2020-04-24,25.63,15.09,25.21,17.63,5.5907
2020-04-27,25.48,14.98,25.04,17.49,5.6526
2020-04-28,25.49,14.76,25.06,17.51,5.4999
2020-04-29,25.13,14.59,24.63,17.15,5.3348
2020-04-30,25.2,14.73,24.73,17.24,5.4858
2020-05-01,25.43,14.63,25.04,17.48,5.4856
2020-05-04,25.49,14.62,25.13,17.55,5.545
2020-05-05,25.29,14.75,24.91,17.37,5.5783
2020-05-06,24.92,14.53,24.48,17.02,5.714
2020-05-07,24.67,14.52,24.22,16.8,5.8307
2020-05-08,25.06,14.58,24.71,17.2,5.7319
2020-05-11,24.72,14.35,24.32,16.88,5.818
2020-05-12,24.46,14.2,24.03,16.64,5.8856
2020-05-13,24.16,14.15,23.69,16.36,5.8852
2020-05-14,23.78,13.78,23.23,15.99,5.8115
2020-05-15,23.75,13.77,23.2,15.97,5.8554
2020-05-18,23.98,13.8,23.5,16.21,5.719
2020-05-19,24.35,13.83,23.97,16.59,5.754
2020-05-20,24.49,13.92,24.15,16.73,5.6925
2020-05-21,24.68,13.91,24.38,16.91,5.5507
2020-05-22,24.68,13.91,24.38,16.91,5.5338
2020-05-25,24.67,13.85,24.36,16.9,5.4461
2020-05-26,25.23,14.13,25.04,17.45,5.345
2020-05-27,25.86,14.32,25.81,18.07,5.2733
2020-05-28,26.03,14.44,25.97,18.21,5.4045
2020-05-29,26.53,14.69,26.55,18.68,5.3361
2020-06-01,26.68,14.74,26.69,18.8,5.3633
2020-06-02,27.22,15.08,27.33,19.32,5.2014
2020-06-03,28.14,15.33,28.45,20.23,5.0622
2020-06-04,28.24,15.64,28.55,20.32,5.119
2020-06-05,28.58,15.62,28.98,20.67,4.9585
2020-06-08,28.68,15.7,29.12,20.77,4.823
2020-06-09,28.77,15.75,29.22,20.86,4.8992
2020-06-10,28.36,15.7,28.72,20.45,4.9732
2020-06-11,28.75,16.14,29.18,20.82,4.976
2020-06-12,28.98,16.23,29.43,21.03,5.0505
2020-06-15,29.29,16.61,29.75,21.3,5.1557
2020-06-16,30.11,17.03,30.69,22.07,5.243
2020-06-17,31.11,17.5,31.83,23.0,5.2286
2020-06-18,32.44,18.3,33.34,24.24,5.3776
2020-06-19,33.06,18.64,34.07,24.84,5.3105
2020-06-22,33.77,18.81,34.93,25.54,5.2524
2020-06-23,33.97,18.97,35.15,25.72,5.1542
2020-06-24,34.25,19.03,35.49,25.99,5.3467
2020-06-25,34.44,19.13,35.69,26.15,5.3561
2020-06-26,34.67,19.26,35.96,26.38,5.484
2020-06-29,34.7,19.38,35.96,26.38,5.4034
2020-06-30,35.12,19.54,36.47,26.8,5.4661
2020-07-01,34.71,19.51,35.94,26.37,5.3174
2020-07-02,35.17,19.77,36.5,26.83,5.3596
2020-07-03,35.95,20.14,37.42,27.58,5.3158
2020-07-06,36.65,20.74,38.19,28.21,5.3562
2020-07-07,37.96,21.52,39.69,29.44,5.379
2020-07-08,39.01,22.13,40.89,30.42,5.3422
2020-07-09,39.92,22.74,41.92,31.27,5.3413
2020-07-10,40.79,23.27,42.89,32.07,5.3238
2020-07-13,41.32,23.58,43.51,32.57,5.404
2020-07-14,41.35,23.59,43.54,32.59,5.3674
2020-07-15,41.22,23.54,43.4,32.48,5.3698
2020-07-16,41.03,23.41,43.19,32.31,5.3311
2020-07-17,40.54,23.04,42.63,31.85,5.3849
2020-07-20,40.08,22.71,42.11,31.42,5.3283
2020-07-21,39.27,22.24,41.19,30.67,5.1713
2020-07-22,38.17,21.64,39.95,29.65,5.1166
2020-07-23,37.06,21.11,38.68,28.61,5.2112
2020-07-24,36.13,20.47,37.63,27.75,5.2329
2020-07-27,35.49,20.02,36.91,27.15,5.1447
2020-07-28,34.92,17.47,41.15,30.92,5.1533
2020-07-29,34.8,17.41,40.99,30.79,5.1692
2020-07-30,35.08,17.69,41.37,31.1,5.1534
2020-07-31,35.17,17.65,36.51,26.72,5.224
2020-08-03,35.59,17.75,37.01,27.13,5.3213
2020-08-04,36.31,18.13,37.82,27.8,5.29
2020-08-05,37.4,18.73,39.04,28.79,5.2902
2020-08-06,38.84,19.3,40.7,30.14,5.3315
2020-08-07,39.69,19.61,41.68,30.94,5.4383
2020-08-10,40.1,19.8,42.13,31.31,5.4812
2020-08-11,40.87,20.21,43.03,32.04,5.38
2020-08-12,41.94,20.72,44.24,33.03,5.4333
2020-08-13,43.35,21.31,45.87,34.36,5.369
2020-08-14,43.83,21.55,46.42,34.8,5.4204
2020-08-17,43.54,21.5,46.05,34.51,5.509
2020-08-18,43.6,21.54,46.14,34.58,5.4666
2020-08-19,43.08,21.25,45.54,34.09,5.5575
2020-08-20,42.37,20.97,44.74,33.43,5.5568
2020-08-21,41.87,20.69,44.17,32.97,5.6192
2020-08-24,41.33,20.45,43.55,32.47,5.61
2020-08-25,41.2,20.32,43.42,32.36,5.5075
2020-08-26,41.11,20.23,43.35,32.3,5.6054
2020-08-27,41.82,20.8,44.04,32.91,5.5691
2020-08-28,41.52,20.74,43.67,32.6,5.3881
2020-08-31,41.6,20.72,43.77,32.69,5.4914
2020-09-01,41.53,20.83,43.71,32.64,5.396
2020-09-02,40.87,20.54,42.97,32.03,5.3403
2020-09-03,40.04,20.02,42.01,31.25,5.2914
2020-09-04,38.96,19.69,40.74,30.21,5.3012
2020-09-07,38.64,19.42,40.39,29.93,5.2995
2020-09-08,37.97,19.17,39.61,29.29,5.3638
2020-09-09,37.17,18.76,38.69,28.54,5.3078
2020-09-10,36.41,18.46,37.81,27.82,5.321
2020-09-11,35.94,18.25,37.26,27.37,5.3189
2020-09-14,36.03,18.26,37.37,27.46,5.2706
2020-09-15,35.83,18.26,37.13,27.27,5.2748
2020-09-16,36.03,18.38,37.37,27.46,5.2377
2020-09-17,36.41,18.6,37.83,27.84,5.2394
2020-09-18,36.68,18.6,38.14,28.09,5.3876
2020-09-21,37.0,18.77,38.52,28.4,5.4131
2020-09-22,37.17,18.75,38.7,28.55,5.4704
2020-09-23,37.29,18.93,38.81,28.64,5.5943
2020-09-24,37.72,19.19,39.3,29.04,5.5089
2020-09-25,37.79,19.22,39.36,29.09,5.5624
2020-09-28,38.09,19.37,39.71,29.38,5.6627
2020-09-29,38.13,19.39,39.76,29.42,5.6344
2020-09-30,37.86,19.29,39.45,29.17,5.6112
2020-10-01,37.64,19.29,39.18,28.95,5.6437
2020-10-02,37.73,19.32,39.28,29.03,5.6851
2020-10-05,37.71,19.36,39.24,29.0,5.5743
2020-10-06,38.16,19.52,39.79,29.44,5.593
2020-10-07,38.54,19.66,40.22,29.79,5.6097
2020-10-08,38.94,19.84,40.67,30.17,5.5987
2020-10-09,39.37,20.02,41.17,30.57,5.5318
2020-10-12,39.57,20.02,41.42,30.77,5.5316
2020-10-13,39.28,19.99,41.07,30.49,5.5693
2020-10-14,38.92,19.8,40.67,30.16,5.5912
2020-10-15,38.15,19.53,39.79,29.44,5.6126
2020-10-16,37.31,19.08,38.82,28.65,5.6428
2020-10-19,36.99,18.93,38.48,28.37,5.6069
2020-10-20,36.75,18.72,38.23,28.16,5.6054
2020-10-21,36.15,18.42,37.55,27.61,5.6066
2020-10-22,36.03,18.35,37.4,27.48,5.5893
2020-10-23,37.14,18.89,38.67,28.52,5.6175
2020-10-26,37.65,19.11,39.25,28.99,5.6229
2020-10-27,37.66,19.14,39.24,28.99,5.7055
2020-10-28,37.97,19.26,39.61,29.29,5.7457
2020-10-29,37.94,19.29,39.55,29.25,5.779
2020-10-30,37.68,19.2,39.23,28.99,5.7446
2020-11-02,37.34,19.2,38.82,28.65,5.7425
2020-11-03,37.24,18.98,38.75,28.59,5.756
2020-11-04,37.27,18.9,38.81,28.64,5.6635
2020-11-05,36.97,18.73,38.49,28.38,5.525
2020-11-06,36.42,18.48,37.87,27.87,5.3647
2020-11-09,36.42,18.48,37.87,27.87,5.3858
2020-11-10,35.88,18.25,37.27,27.37,5.4147
2020-11-11,35.8,18.15,37.22,27.33,5.391
2020-11-12,35.84,18.23,37.26,27.37,5.4581
2020-11-13,35.9,18.36,37.31,27.41,5.4582
2020-11-16,35.96,18.43,37.37,27.46,5.4152
