Date,USG to China,PNW to China,Brazil Panama Canal to China,Brazil Cape Hope to China,BRL=
2020-11-17,36.54,18.62,38.06,28.02,5.3281
2020-11-18,36.97,18.84,38.53,28.4,5.3629
2020-11-19,37.57,19.13,39.22,28.97,5.3054
2020-11-20,37.64,19.27,39.27,29.01,5.3797
2020-11-23,38.11,19.5,39.82,29.46,5.439
2020-11-24,38.55,19.65,40.35,29.89,5.3736
2020-11-25,38.69,19.75,40.51,30.02,5.3237
2020-11-26,38.92,19.86,40.79,30.24,5.3365
2020-11-27,38.89,19.84,40.75,30.21,5.3438
2020-11-30,38.83,19.75,40.69,30.16,5.3319
2020-12-01,38.4,19.6,40.18,29.75,5.2061
2020-12-02,38.09,19.45,39.83,29.46,5.2175
2020-12-03,38.09,19.45,39.83,29.46,5.2175
