Date,No 2 Delivered USG,No 2 Delivered PNW,Santos FOB Price Spot,Paranagua FOB Price Spot,Brazilian Soybeans CIF Rotterdam Position 1
2014-06-30,1.0023481384715858,1.545,-1.5569812758545627,-1.8394763770955809,1.8234345743522749
2014-07-31,1.917312214239061,1.6850000000000005,-0.1594894404528624,-0.6795743522752016,2.9030513825386475
2014-08-31,2.8590822991508826,2.0950000000000006,0.592861963858045,0.18299912910951477,2.0077868495536695
2014-09-30,1.9648220117570219,2.0975,1.452901698236447,1.0629060526888736,2.66806607881559
2014-10-31,1.6912704114957542,1.375,1.3053570650990647,1.1605715218811241,2.527597430873067
2014-11-30,1.287311125625953,1.4800000000000004,1.1030633572828226,1.0429174831264962,2.2420248203788375
2014-12-31,0.896657413455257,1.1174999999999997,1.488046483779664,1.0879811669932504,1.6107876115828432
2015-01-31,1.0589527541911607,0.9900000000000002,1.1152884824733285,0.8853189636403229,1.7333485739168317
2015-02-28,1.1463428042673645,1.0425000000000004,0.8230247115175278,0.4229593947311123,1.384204768125409
2015-03-31,0.8752182669279343,0.9674999999999994,0.8052748748094931,0.5453684955366853,1.452999673416068
2015-04-30,0.8782375353799257,0.9949999999999992,1.0129534073590243,0.39026671021118986,1.6018930981929014
2015-05-31,0.8981341171347701,1.0500000000000007,0.8828935336381445,0.5252841280209015,1.5570172000870883
2015-06-30,1.2846042891356415,0.40750000000000064,0.28035869801872515,-0.14447256694970534,1.3224335946004793
2015-07-31,0.898737753102548,0.5525000000000002,0.48533692575658627,0.1353478118876552,1.2909106248639244
2015-08-31,0.9498856956237756,0.8350000000000009,0.9553287611582846,0.6004408883082952,1.4947365556281298
2015-09-30,1.0775506205094718,1.0,0.6404724580883965,0.2904833442194654,1.5034704985848037
2015-10-31,0.8685744611365109,1.0425000000000004,0.722972458088396,0.6478581537121695,1.643122686697149
2015-11-30,0.7782320923143917,0.9299999999999997,0.8353842804267373,0.5654082299150875,1.4338493359460038
2015-12-31,0.7110793598954928,0.9375,0.7478200522534291,0.27536196385804423,1.596666122360114
2016-01-31,0.9211316133246239,1.0274999999999999,0.7279027868495547,0.47779392553886346,1.247171238841716
2016-02-29,0.37485521445678316,0.9500000000000011,0.5729827999129125,0.37295014151970385,1.354607010668408
2016-03-31,0.2973007838014361,0.7125000000000004,0.7003597866318305,0.6753216851730883,1.2724259743087298
2016-04-30,0.5280796864794244,0.6799999999999997,0.41785760940561545,0.3479142172871761,1.2013868930981921
2016-05-31,0.4679936860439806,0.5749999999999993,0.14304267363379175,-0.027053124319616373,1.1625288482473337
2016-06-30,0.9364249945569334,0.46000000000000085,-0.12442847811887603,0.19535162203352918,1.9447528848247337
2016-07-31,0.9930383191813643,0.8950000000000014,0.3327944698454175,0.5728336599172668,0.9938547790115386
2016-08-31,1.7270193773133027,1.2599999999999998,0.7954387110820829,0.9655345090354892,1.294295667319835
2016-09-30,1.1063640322229489,1.0500000000000007,1.1205160026126713,1.0102939255388659,1.4822077073807982
2016-10-31,0.6301235575876323,0.8474999999999984,1.017941976921401,0.8679855214456786,1.4759759416503364
2016-11-30,0.4095923143914657,0.8275000000000006,0.6428276725451791,0.513010559547137,1.1542036795123014
2016-12-31,0.6231232310037012,0.9749999999999996,0.8854789897670372,0.735522534291313,1.2885379925974316
2017-01-31,0.44817439581972707,0.8950000000000014,0.587789026779884,0.4979784454604843,1.1500576964946667
2017-02-28,0.47828216851730865,0.7200000000000006,0.6429349009362078,0.5354343566296542,1.2375898105813192
2017-03-31,0.33833442194643837,0.7699999999999996,0.33779011539298764,0.27791639451338845,1.3896625299368601
2017-04-30,0.33875843675157746,0.6674999999999986,0.707798279991291,0.6579942303505337,1.3919916176790768
2017-05-31,0.4184345743522755,0.7300000000000004,0.8555127367733508,0.7052841280209012,1.4019965164380572
2017-06-30,0.4689108425865456,0.4775000000000009,0.89047626823427,0.7704566731983444,1.3819850860004355
2017-07-31,0.6482941432614844,0.6749999999999989,0.8379849771391239,0.7979784454604832,1.3896396690616157
2017-08-31,0.7479942303505336,0.8574999999999999,1.043008382320922,0.9929321794034394,1.4071494665795772
2017-09-30,0.5986343348573921,0.7375000000000007,0.8378570650990653,0.7877808621815827,1.397132048769869
2017-10-31,0.43831101676464,0.6224999999999987,0.8653195079468752,0.795376115828434,1.614013172218593
2017-11-30,0.39995699978227606,0.8324999999999996,0.8628897234922714,0.7929463313738285,1.5239500326583926
2017-12-31,0.4087464620074037,0.8224999999999998,0.8177928369257561,0.7279822556063564,1.5101507729153063
2018-01-31,0.531831591552363,0.8025000000000002,0.5704773568473769,0.6104838885260175,1.4130639015893767
2018-02-28,0.5237644241236676,0.7800000000000011,0.8955258001306348,0.8029936860439815,1.451262791204007
2018-03-31,0.6985374482908782,1.1225000000000005,1.1680018506422822,1.098058458523841,1.79939745264533
2018-04-30,0.8784873720879602,0.9924999999999997,1.4279648377966474,1.1579887872849994,2.1714875898105817
2018-05-31,0.6480611800566081,0.9550000000000001,0.905518179838884,0.7454920531243197,1.599236882212061
2018-06-30,0.5999009362072716,1.0649999999999995,1.7728815588939675,1.6928684955366844,2.344675593294143
2018-07-31,0.5488270193773133,0.9824999999999999,2.417975723927716,2.340412040060963,1.7805927498367087
2018-08-31,0.05912475506205084,0.6899999999999995,2.2477814064881354,2.1979773568473764,1.699
2018-09-30,0.0797267581101675,0.6150000000000002,2.58789135641193,2.6028597866318304,1.616
2018-10-31,0.19725234051817786,0.6799999999999997,2.3905355976485954,2.3905355976485954,1.533
2018-11-30,0.23059710428913682,0.5125000000000011,1.2277667102111902,1.177962660570433,1.45
2018-12-31,0.12339973873285537,0.625,0.5204713694752883,0.5604779011539307,1.3671402133681703
2019-01-31,0.3483708904855227,0.6775000000000002,0.49778303940779445,0.5478592423252788,1.2573628347485304
2019-02-28,0.7923089483997394,0.6650000000000009,0.4178260396255169,0.4178260396255169,1.249798606575224
2019-03-31,0.47820542129327315,0.7075000000000014,0.3478440017417821,0.3179071413019816,1.3033741563248427
2019-04-30,0.5190262355758772,0.6174999999999997,0.7579768125408233,0.2827971913781848,1.1319154147615933
2019-05-31,0.7032315480078388,0.6724999999999994,0.977834204223818,0.9579670150228612,0.2552672545177437
2019-06-30,0.7409607010668395,0.6524999999999999,1.0027721532767249,0.9529681036359676,0.74
2019-07-31,0.8782887001959505,0.8399999999999999,0.8978837361201819,0.8679468756803832,1.226
2019-08-31,0.37513389941214825,0.6500000000000004,0.9003897234922711,1.3554300021772256,1.711950794687569
2019-09-30,0.25009144350097934,0.41000000000000014,1.03280426736338,0.9830002177226209,1.5811931199651639
2019-10-31,0.3679343566296538,0.9124999999999996,0.8678799259743091,1.1552737861963855,1.5390099063792722
2019-11-30,0.6392058567385153,0.8524999999999991,0.9429289135641188,0.8678146091878958,0.19995046810363526
2019-12-31,0.7232222947964289,0.8900000000000006,0.5754430655345093,0.5253668626170267,1.5922077073807976
2020-01-31,0.6384334857391689,0.9050000000000011,0.6852438493359454,0.6403385586762464,1.3854942303505347
2020-02-29,0.6059334857391683,0.8725000000000005,0.6252563683866743,0.5754523187459171,1.4128679512301314
