fips_code,county,date,production(bu)
38067,PEMBINA,1990,51300
38071,RAMSEY,1990,1800
38095,TOWNER,1990,900
38099,WALSH,1990,20800
38013,BURKE,1990,1300
38101,WARD,1990,2700
38015,BURLEIGH,1990,2000
38029,EMMONS,1990,2000
38085,SIOUX,1990,2000
38021,DICKEY,1990,66000
38045,LA MOURE,1990,105000
38047,LOGAN,1990,2500
38073,RANSOM,1990,200100
38077,RICHLAND,1990,4788800
38081,SARGENT,1990,594000
38011,BOWMAN,1990,1600
38033,GOLDEN VALLEY,1990,1700
38003,BARNES,1989,379200
38005,BENSON,1989,8000
38009,BOTTINEAU,1989,9600
38013,BURKE,1989,700
38015,BURLEIGH,1989,7000
38017,CASS,1989,3780000
38019,CAVALIER,1989,2000
38021,DICKEY,1989,64400
38027,EDDY,1989,8800
38029,EMMONS,1989,1800
38031,FOSTER,1989,34000
38035,GRAND FORKS,1989,568300
38039,GRIGGS,1989,78000
38043,KIDDER,1989,11000
38045,LA MOURE,1989,188000
38047,LOGAN,1989,4200
38061,MOUNTRAIL,1989,2400
38063,NELSON,1989,36300
38067,PEMBINA,1989,144000
38069,PIERCE,1989,1500
38071,RAMSEY,1989,15300
38073,RANSOM,1989,260700
38077,RICHLAND,1989,6300000
38081,SARGENT,1989,580000
38083,SHERIDAN,1989,1600
38085,SIOUX,1989,10000
38091,STEELE,1989,307800
38093,STUTSMAN,1989,59200
38095,TOWNER,1989,3600
38097,TRAILL,1989,928000
38099,WALSH,1989,40500
38101,WARD,1989,3300
38103,WELLS,1989,18900
