Date,Barge TWC,Barge MM,Barge ILL,Barge ST LOUIS,Barge CINC,Barge LOH,Barge CAR-MEM,BRL=
2017-05-30,0.6174525000000001,0.45885,0.38628,0.23940000000000003,0.2989875,0.25755,0.162495,3.2572
2017-06-06,0.6174525000000001,0.43490999999999996,0.37235999999999997,0.22144500000000003,0.28140000000000004,0.2424,0.157785,3.2772
2017-06-13,0.5895975,0.41496,0.35495999999999994,0.21845250000000002,0.2708475,0.23331,0.157785,3.3145
2017-06-20,0.6360225000000002,0.45087000000000005,0.41063999999999995,0.23640750000000005,0.274365,0.23634,0.16720500000000002,3.3264
2017-06-27,0.696375,0.49476,0.4419599999999999,0.257355,0.29547,0.25452,0.16720500000000002,3.3125
2017-07-04,0.6035250000000001,0.44156000000000006,0.40135999999999994,0.241395,0.29078,0.25048,0.16642,3.309
2017-07-11,0.683995,0.49742000000000014,0.43384,0.25536000000000003,0.30485,0.26259999999999994,0.17270000000000002,3.2542
2017-07-18,0.6731625,0.49077000000000004,0.42804,0.27531,0.3411975,0.29391,0.17427,3.1542
2017-07-25,0.6545925,0.4827900000000001,0.41411999999999993,0.269325,0.386925,0.3333,0.17191500000000004,3.1722
2017-08-01,0.6545925,0.47481,0.41411999999999993,0.25137000000000004,0.35667450000000006,0.307242,0.17427,3.1254
2017-08-08,0.6081675,0.47082,0.41063999999999995,0.23940000000000003,0.34823250000000006,0.29997,0.16014000000000003,3.1266
2017-08-15,0.7567275,0.49077000000000004,0.42804,0.25137000000000004,0.35175,0.303,0.17427,3.1692
2017-08-22,0.774988,0.533596,0.4755999999999999,0.28129499999999996,0.4103750000000001,0.35350000000000004,0.19154000000000002,3.1602
2017-08-29,0.7195874999999999,0.5346599999999999,0.46631999999999996,0.27531,0.4185825,0.36057,0.19311,3.1644
2017-09-05,0.696375,0.54264,0.4698,0.26334,0.4150650000000001,0.35753999999999997,0.19781999999999997,3.1163
2017-09-12,0.7288725,0.55062,0.48023999999999994,0.3082275,0.5276250000000001,0.4545,0.2355,3.1245
2017-09-19,0.87898,0.6905360000000001,0.60552,0.448875,0.618142,0.532472,0.299085,3.1346
2017-09-26,1.1142000000000003,0.9177,0.8526,0.6134625,0.8793750000000001,0.7575000000000001,0.44744999999999996,3.1661
2017-10-03,1.4159625,1.25685,1.0787999999999998,0.9576000000000001,1.4245875000000001,1.2271500000000002,1.01265,3.1425
2017-10-10,0.83565,0.65835,0.5741999999999999,0.4339125,0.597975,0.5151,0.35325,3.1791
2017-10-17,0.7892250000000001,0.6184499999999999,0.5915999999999999,0.39501,0.668325,0.5757000000000001,0.26376,3.1575
2017-10-24,0.8495775,0.6782999999999999,0.5568,0.3830400000000001,0.7914375,0.6817500000000001,0.28259999999999996,3.2432
2017-10-31,0.7892250000000001,0.67032,0.61596,0.4039875,0.5628000000000001,0.4848,0.28259999999999996,3.2724
2017-11-07,0.77994,0.63042,0.5568,0.3441375,0.6014925000000001,0.5181300000000001,0.24491999999999997,3.2713
2017-11-14,0.7567275,0.5865300000000001,0.52896,0.305235,0.6612900000000002,0.5696399999999999,0.22136999999999998,3.3127
2017-11-21,0.733515,0.51471,0.435,0.257355,0.46782750000000006,0.40299,0.19311,3.2587
2017-11-28,0.75100175,0.48412,0.4176,0.24339000000000005,0.6097,0.4645999999999999,0.17112999999999998,3.2127
2017-12-05,0.7684885,0.5061599999999999,0.39671999999999996,0.23341500000000004,0.3763725,0.32421,0.162495,3.2414
2017-12-12,0.78597525,0.5282,0.38628,0.24837750000000006,0.4221000000000001,0.3636,0.16485,3.3064
2017-12-19,0.803462,0.5502400000000001,0.38743999999999995,0.265335,0.37848300000000007,0.326028,0.17270000000000002,3.2899
2017-12-26,0.82094875,0.5722800000000001,0.4071599999999999,0.2663325,0.37355850000000007,0.321786,0.18133500000000002,3.311
2018-01-02,0.8384355,0.5943200000000002,0.4698,0.2902725,0.3693375,0.31815,0.17427,3.2588
2018-01-09,0.85592225,0.6163600000000002,0.5452,0.329175,0.40334000000000014,0.3474400000000001,0.17741,3.2482
2018-01-16,0.873409,0.6384000000000003,0.5568,0.33216750000000006,0.4502400000000001,0.38783999999999996,0.18369000000000002,3.2242
2018-01-23,0.89089575,0.6604400000000004,0.45761999999999997,0.31870125000000005,0.37285500000000005,0.32118,0.17427,3.2369
2018-01-30,0.9083825,0.6824800000000004,0.4976400000000001,0.3441375,0.4326525,0.37269,0.19781999999999997,3.1811
2018-02-06,0.92586925,0.7045200000000005,0.5045999999999999,0.33216750000000006,0.4748625000000001,0.40904999999999997,0.20253,3.2347
2018-02-13,0.943356,0.7265600000000005,0.5196799999999999,0.32618250000000004,0.4256175,0.3666299999999999,0.2060625,3.2947
2018-02-20,0.96084275,0.7486000000000006,0.52896,0.3501225,0.45727500000000004,0.39390000000000003,0.20724,3.2554
2018-02-27,0.9783295,0.7706400000000007,0.54288,0.3549105000000001,0.5334875,0.45955,0.22984800000000002,3.2512
2018-03-06,0.99581625,0.79268,0.6602719999999999,0.465633,0.6096999999999999,0.06564999999999999,0.30834799999999996,3.2112
2018-03-13,1.013303,0.931,0.7934399999999999,0.548625,0.6859124999999999,0.59085,0.37209,3.2602
2018-03-20,1.03078975,0.7381500000000001,0.6612,0.41895,0.6155625,0.53025,0.313215,3.3114
2018-03-27,1.0482765,0.7740600000000001,0.6786000000000001,0.46084500000000006,0.7210875,0.62115,0.36502500000000004,3.3278
2018-04-03,1.06576325,0.9177,0.7771999999999999,0.592515,0.738675,0.6363,0.37994000000000006,3.3412
2018-04-10,1.0832500000000003,0.931,0.8235999999999999,0.5885250000000001,0.7504000000000002,0.6767000000000001,0.43175,3.4087
2018-04-17,1.253475,1.0507000000000004,0.8978399999999999,0.6384000000000001,0.8207500000000002,0.7070000000000001,0.44588,3.4071
2018-04-24,1.1142000000000003,0.8458800000000002,0.73776,0.5027400000000001,0.668325,0.5757000000000001,0.35325,3.4709
2018-05-01,1.0600375000000002,0.6982499999999999,0.609,0.41895,0.5510750000000001,0.47470000000000007,0.31792499999999996,3.5071
2018-05-08,1.0581031250000001,0.728175,0.6438,0.41895,0.46431000000000006,0.39996,0.28966499999999995,3.5632
2018-05-15,0.9517125000000001,0.7581,0.6612,0.4039875,0.49245000000000005,0.4242,0.270825,3.653
2018-05-22,0.932833,0.7756559999999999,0.6709439999999999,0.397404,0.44742600000000005,0.391476,0.27129600000000004,3.6441
2018-05-29,0.9904000000000004,0.79268,0.68208,0.41097000000000006,0.48541500000000004,0.41813999999999996,0.27475000000000005,3.7252
2018-06-05,1.067775,0.8911,0.7447199999999999,0.5236875,0.5803875000000001,0.49995,0.35325,3.806
2018-06-12,1.1002725,0.9137100000000001,0.7899599999999999,0.5075280000000001,0.57687,0.49692,0.346185,3.7174
2018-06-19,0.9772462499999999,0.7561049999999999,0.6351,0.41895,0.52059,0.47874,0.28848750000000006,3.7461
2018-06-26,0.9130250000000001,0.7261799999999999,0.62176,0.4054837500000001,0.5159,0.4444,0.27475000000000005,3.8011
2018-07-03,0.8635050000000001,0.668724,0.5832479999999999,0.3812445,0.48049050000000004,0.41389800000000004,0.25292700000000007,3.8966
2018-07-10,0.8532915000000001,0.663936,0.5790719999999999,0.37705500000000003,0.471345,0.40602000000000005,0.254811,3.8143
2018-07-17,0.8588625000000001,0.6623400000000002,0.5741999999999999,0.366282,0.5452125000000001,0.4848,0.26376,3.8375
2018-07-24,0.9130250000000001,0.72352,0.6194399999999999,0.36807749999999995,0.5463849999999999,0.47066,0.26532999999999995,3.7471
2018-07-31,1.08944,0.8645,0.7539999999999999,0.448875,0.6097,0.5251999999999999,0.29045,3.7557
2018-08-07,1.2070500000000002,0.94962,0.8282399999999999,0.47880000000000006,0.6225975,0.5363100000000001,0.3297,3.7505
2018-08-14,1.0909875000000002,0.8379,0.7308,0.41895,0.5803875000000001,0.49995,0.32499,3.8663
2018-08-21,0.9424275000000002,0.75012,0.6472800000000001,0.389025,0.5733525,0.49389000000000005,0.30144,4.0467
2018-08-28,1.104915,0.9629200000000002,0.82592,0.5406449999999999,0.8137150000000001,0.7009400000000001,0.41918999999999995,4.1337
2018-09-04,1.067775,0.8778,0.7482,0.5027400000000001,0.738675,0.6363,0.388575,4.16
2018-09-11,0.9517125000000001,0.77805,0.6786000000000001,0.47880000000000006,0.6507375,0.56055,0.36502500000000004,4.1527
2018-09-18,0.9981375000000001,0.8379,0.72036,0.5177025000000001,0.7210875,0.62115,0.4239,4.1596
2018-09-25,0.9052874999999999,0.7581,0.6716399999999999,0.46982250000000003,0.654255,0.56358,0.31792499999999996,4.0751
2018-10-02,0.9517125000000001,0.85785,0.7273199999999999,0.53865,0.6964650000000001,0.59994,0.36502500000000004,3.9404
2018-10-09,0.9285,0.7847000000000001,0.696,0.55461,0.63315,0.5454,0.44744999999999996,3.7153
2018-10-16,0.9749250000000002,0.8113,0.7076,0.5984999999999999,0.7210875,0.62115,0.43567500000000003,3.7244
2018-10-23,0.9981375000000001,0.8379,0.70644,0.532665,0.63315,0.5454,0.3768,3.6932
2018-10-30,0.8882650000000001,0.7448,0.6612,0.44289000000000006,0.49245000000000005,0.4242,0.29830000000000007,3.6972
2018-11-06,0.7428,0.5865300000000001,0.4976400000000001,0.3201975,0.40451250000000005,0.34845000000000004,0.2355,3.7614
