Date,Real GDP (GDPC1),Nominal GDP (GDP),Consumer Price Index,Currency in Circulation
2005-01-01,0.03870679348156658,0.07056678474944444,-0.5695685175454178,0.050161132128345276
2005-04-01,0.03560893129520082,0.06615210669563032,1.1005345749266904,0.051332124424605885
2005-07-01,0.035054999023849565,0.06823618627137007,-3.9259640102829394,0.039645776566757496
2005-10-01,0.031261114057367756,0.06467525259684148,-0.6179074446680334,0.037371829465731254
2006-01-01,0.03353894858526507,0.06602725090639017,2.626143292683135,0.047231487658438986
2006-04-01,0.03119473048862842,0.06504899836731481,0.26514976514974875,0.04935650789438761
2006-07-01,0.023665022848568418,0.05513223782958265,-0.3609331361918656,0.041541082426942655
2006-10-01,0.02590704457018389,0.05287243416672682,-3.694430754066128,0.03329431655611903
2007-01-01,0.014822926220208199,0.04444567611440009,-0.5995084241823572,0.02853866734615873
2007-04-01,0.018256902946243825,0.04600479454037387,-0.23650982072676363,0.021115185232014166
2007-07-01,0.02220813176350722,0.048136685937426815,-1.0860218924383906,0.024031202818319164
2007-10-01,0.019734775241238234,0.045897452118039306,-1.394583564068908,0.024417872876022706
2008-01-01,0.01149236626243244,0.031141067056084326,0.6283479418370568,0.009785705437879377
2008-04-01,0.010924276179985037,0.029428265716836766,-0.0664060180766749,0.007800891530460596
2008-07-01,1.8765872002113326e-05,0.020652489717408296,-21.642616425793353,0.020272760781422816
2008-10-01,-0.02753082784654992,-0.008306916302359024,-5.722033579600754,0.04656591718884373
2009-01-01,-0.03289071551630118,-0.017506744743495672,-0.12436366296558587,0.08758586849852801
2009-04-01,-0.03924447134984921,-0.03058036578159462,-0.5883826056992292,0.11021009952082572
2009-07-01,-0.030497799455570074,-0.02796560636546075,-1.301958400670971,0.0958574181117533
2009-10-01,0.0018287415594975265,0.004703306965060605,-1.0953439668492957,0.07431321906550825
2010-01-01,0.01710253537556894,0.02270325005712226,-0.21481023638778962,0.03913828107376505
2010-04-01,0.027960666618343177,0.03993966355114131,-0.30423530608373683,0.03474988933156253
2010-07-01,0.03178207547430678,0.04574138201725453,-1.1331009069404483,0.03824175824175824
2010-10-01,0.025694549994536242,0.04189370523873315,0.29290557089140745,0.049939897278985956
