Date,"Ayr, ND","Alberta, MN","Jasper, MN","Ida Grove, IA","St. Joseph, MO",Barreirias,Sorriso,Rio Verde,Ponta Grossa,Rondonopolis
2013-01-02,,,,,,,,,,
2013-01-07,6.074766355140304,132.92682926829224,20.37037037037073,15.671641791044877,-108.82352941176494,-81.11782477341391,45.387840670859546,-27.108433734939663,-40.04739336492885,170.496894409938
2013-01-08,8.810572687224472,10.47120418848182,10.256410256410021,12.903225806451823,666.6666666666273,-195.19999999999982,1.4419610670511895,98.07162534435241,-137.5494071146243,13.31802525832375
2013-01-11,32.38866396761153,45.497630331753605,42.79069767441872,54.85714285714292,417.39130434783516,-94.1176470588235,5.117270788912576,-3.8942976356049264,71.57894736842212,17.021276595744727
2013-01-14,-12.232415902140836,-26.058631921824006,-13.029315960912003,-14.760147601475959,-33.613445378151596,800.0000000000002,4.868154158215021,38.78437047756871,58.895705521472365,-4.848484848484869
2013-01-15,-58.88501742160276,-72.68722466960367,-70.78651685393255,-71.4285714285716,-224.05063291139305,138.0952380952371,-14.506769825918775,-30.552659019812367,-69.88416988416988,-17.92538671519568
2013-01-16,0.0,-32.25806451612847,0.0,1.0658141036401503e-12,-7.327471962526033e-13,141.33333333333317,7.541478129713419,13.21321321321327,102.56410256410207,14.634146341463495
2013-01-17,2.5423728813560365,45.2380952380945,3.8461538461539657,-1.5151515151522799,1.0204081632658513,-108.56353591160229,-6.241234221598868,-16.047745358090204,6.9620253164556445,-0.4835589941973306
2013-01-18,0.0,0.0,0.0,0.0,-7.327471962526033e-13,-64.5161290322585,-2.3934181002243426,8.214849921011114,-28.402366863905172,-2.721088435374097
2013-01-22,-1.652892561983732,3.2786885245906783,-2.469135802469502,3.0769230769235767,2.0202020202023663,-2527.272727272741,9.348659003831417,6.715328467153303,31.404958677686157,6.593406593406548
2013-01-23,0.8403361344536009,26.98412698412602,1.2658227848098669,-10.447761194030946,-0.9900990099007911,109.73782771535548,-3.8542396636300214,-12.448700410396773,-29.559748427673284,-7.778819119025348
2013-01-24,0.8333333333331971,1.2499999999997513,1.2499999999997513,1.6666666666675267,-0.999999999999801,-14.10714285714285,2.405247813411071,1.4062499999999423,47.321428571428804,10.67073170731705
2013-01-25,-0.8264462809909889,-1.2345679012343291,-1.2345679012343291,18.032786885245834,1.0101010101008168,-8.523908523908464,0.4982206405693912,-3.235747303543801,-29.696969696969422,-5.601469237832813
2013-01-28,-0.8333333333337523,3.7500000000001643,-1.2499999999997513,-1.3888888888896056,1.0000000000005116,-28.409090909090917,3.0453257790368227,-0.7961783439491277,37.06896551724061,6.517509727626414
2013-01-29,16.806722689075883,0.0,0.0,9.992007221626409e-13,-6.994405055138486e-13,59.682539682539826,-0.27491408934705586,3.2102728731942642,12.578616352201454,-2.191780821917766
2013-01-30,14.388489208632805,0.0,0.0,0.0,-15.841584158415511,35.785288270377634,8.270158511371474,8.709175738724761,53.631284916201196,3.7348272642390157
2013-01-31,-0.6289308176094965,18.07228915662722,-1.265822784809878,4.225352112676206,-17.64705882353007,-11.273792093704193,-2.100572883513674,-8.154506437768239,12.727272727272787,-5.850585058505842
2013-02-01,1.8987341772148225,-1.0204081632658402,3.8461538461539657,9.459459459459453,1.4285714285721784,37.45874587458742,2.0156046814044037,-0.1557632398754727,-1.6129032258065834,6.787762906309758
2013-02-04,-1.2422360248449338,35.051546391752254,-2.469135802469502,-2.469135802469502,-14.084507042253701,-5.042016806722726,0.3824091778202643,-0.31201248049916863,25.573770491803337,3.7600716204117424
2013-02-05,-0.6289308176099406,-0.7633587786258,-1.265822784809878,3.797468354430533,-24.590163934426023,3.919089759797778,0.698412698412687,7.981220657276977,-1.3054830287205443,3.01984469370149
2013-02-06,0.0,0.0,15.384615384615042,0.0,0.0,-5.3527980535279625,-1.5132408575031508,0.5797101449275255,-13.756613756613845,-2.0100502512562346
2013-02-07,0.6329113924049334,0.7692307692311662,1.1111111111108851,-3.65853658536599,6.521739130435034,9.38303341902309,1.3444302176696565,-7.3487031700287915,-9.509202453987808,1.111111111111085
2013-02-08,11.949685534591525,-0.7633587786257889,-1.098901098900884,-6.329113924050278,-22.448979591837983,-16.568742655699143,-5.874921036007574,-14.463452566096425,-43.72881355932182,-3.4657650042265287
2013-02-13,1.123595505618158,-1.5384615384617883,2.222222222222592,-8.108108108108391,5.263157894737702,1.9718309859154903,8.4563758389262,6.181818181818244,32.53012048192758,0.5253940455341777
2013-02-14,-3.9968028886505635e-13,0.0,0.0,0.0,0.0,5.524861878453002,-1.2376237623762498,8.219178082191725,1.8181818181817855,8.71080139372815
2013-02-15,-1.1111111111112848,1.5624999999996891,-2.1739130434786036,2.9411764705876475,-4.999999999999005,13.874345549738166,-2.3809523809523836,19.936708860759488,24.107142857142485,-0.1602564102564208
2013-02-19,1.6853932584274478,-0.7692307692306222,3.333333333333477,-1.4285714285701356,2.631578947367874,11.839080459770223,11.489088575096297,37.335092348285,22.661870503597513,1.5248796147673493
2013-02-20,-1.1049723756907937,-41.86046511627903,-2.1505376344082006,14.492753623187472,5.128205128204111,10.071942446043124,3.3390903857225096,-1.729106628242072,1.7595307917887215,0.7905138339920459
2013-02-25,3.351955307262311,13.333333333332554,72.52747252747191,7.594936708860134,-63.41463414633978,-5.04201680672276,-3.2311977715878126,-4.496578690127151,-0.5763688760807795,-0.47058823529413374
2013-02-26,9.72972972972974,2.3529411764709796,-1.273885350318682,21.176470588235418,13.333333333330177,1.3765978367748621,1.4968336211859556,16.171954964176027,5.217391304347818,1.4184397163120588
