Date,"Ayr, ND","Alberta, MN","Jasper, MN","Ida Grove, IA","St. Joseph, MO",Barreirias,Sorriso,Rio Verde,Ponta Grossa,Rondonopolis,BRL=
2016-08-05,-1.0374999999999996,-0.8475000000000001,-0.9874999999999989,-0.7874999999999996,-0.3974999999999991,-0.2475000000000005,-0.46749999999999936,0.39250000000000007,0.8224999999999998,0.5325000000000006,3.1645
2016-08-08,-1.0875000000000004,-0.8375000000000004,-1.1575000000000006,-0.8375000000000004,-0.3874999999999993,-0.39750000000000085,-0.5274999999999999,0.21250000000000036,0.7725000000000009,0.35249999999999915,3.1741
2016-08-09,-1.0899999999999999,-0.8399999999999999,-1.040000000000001,-0.8000000000000007,-0.39000000000000057,-0.41999999999999993,-0.2900000000000009,0.27999999999999936,0.8399999999999999,0.5199999999999996,3.1448
2016-08-10,-1.0999999999999996,-0.9000000000000004,-1.0,-0.8100000000000005,-0.40000000000000036,-0.39000000000000057,-0.22000000000000064,0.27999999999999936,0.7300000000000004,0.5899999999999999,3.1266
2016-08-11,-1.1325000000000003,-0.932500000000001,-1.0325000000000006,-0.8424999999999994,-0.432500000000001,-0.41249999999999964,-0.3025000000000002,0.28749999999999964,0.7074999999999996,0.5175000000000001,3.1447
2016-08-12,-0.9625000000000004,-0.8025000000000002,-0.8625000000000007,-0.6725000000000012,-0.26250000000000107,-0.33250000000000135,-0.0625,0.4275000000000002,0.7574999999999985,0.46749999999999936,3.1917
2016-08-15,-0.8975000000000009,-0.7275000000000009,-0.7975000000000012,-0.6074999999999999,-0.19750000000000156,-0.2975000000000012,-0.15750000000000064,0.17249999999999943,0.7624999999999993,0.4624999999999986,3.1856
2016-08-16,-0.875,-0.6449999999999996,-0.7750000000000004,-0.5350000000000001,-0.1750000000000007,-0.33500000000000085,-0.10500000000000043,0.19500000000000028,0.8249999999999993,0.6050000000000004,3.2014
2016-08-17,-0.8949999999999996,-0.6649999999999991,-0.7949999999999999,-0.5250000000000004,-0.19500000000000028,-0.1850000000000005,-0.3249999999999993,-0.08499999999999908,0.9350000000000005,0.5449999999999999,3.2032
2016-08-18,-0.9224999999999994,-0.7025000000000006,-0.8224999999999998,-0.5525000000000002,-0.23249999999999993,-0.3725000000000005,-0.3224999999999998,-0.05250000000000021,0.7475000000000005,0.4775000000000009,3.2383
2016-08-19,-1.0199999999999996,-0.8300000000000001,-0.8699999999999992,-0.5999999999999996,-0.27999999999999936,-0.25,-0.049999999999998934,0.14000000000000057,0.8900000000000006,0.6799999999999997,3.2025
2016-08-22,-0.9924999999999997,-0.8024999999999984,-0.7924999999999986,-0.5724999999999998,-0.24249999999999972,-0.41249999999999964,-0.2024999999999988,0.14750000000000085,0.9075000000000006,0.6175000000000015,3.2005
2016-08-23,-1.0024999999999995,-0.8624999999999989,-0.8025000000000002,-0.5824999999999996,-0.2624999999999993,-0.40249999999999986,-0.09249999999999936,0.14750000000000085,0.8875000000000011,0.4775000000000009,3.2325
2016-08-24,-1.0574999999999992,-0.9074999999999989,-0.8574999999999999,-0.6374999999999993,-0.3074999999999992,-0.567499999999999,-0.15749999999999886,0.14250000000000007,0.932500000000001,0.5525000000000002,3.2246
2016-08-25,-1.022499999999999,-0.8825000000000003,-0.8224999999999998,-0.6024999999999991,-0.28250000000000064,-0.4924999999999997,0.1374999999999993,0.5975000000000001,1.1274999999999995,0.7774999999999999,3.2361
2016-08-26,-1.0375000000000014,-0.8875000000000011,-0.8375000000000004,-0.5975000000000001,-0.2875000000000014,-0.46750000000000114,-0.04750000000000121,0.5124999999999993,1.022499999999999,0.6124999999999989,3.2641
2016-08-29,-0.9924999999999997,-0.8424999999999994,-0.7925000000000004,-0.5525000000000002,-0.24249999999999972,-0.5024999999999995,-0.12249999999999872,0.4574999999999996,1.0875000000000004,0.6475000000000009,3.2293
2016-08-30,-0.9449999999999985,-0.8049999999999997,-0.7449999999999992,-0.504999999999999,-0.1949999999999985,-0.3849999999999998,0.07500000000000107,0.46499999999999986,0.9750000000000014,0.8150000000000013,3.241
