Date,USG to China,PNW to China,Brazil Panama Canal to China,Brazil Cape Hope to China,BRL=
3/19/2015,24.76,15.06,28.12,21.31,3.2915
3/20/2015,24.85,15,28.22,21.4,3.2279
3/23/2015,24.8,14.98,28.15,21.34,3.1319
3/24/2015,25,14.91,28.42,21.56,3.1394
3/25/2015,24.81,14.84,28.18,21.36,3.2002
3/26/2015,25.32,14.78,28.84,21.92,3.1822
3/27/2015,25.3,14.73,28.81,21.9,3.2488
3/30/2015,25.12,14.69,28.58,21.7,3.2292
3/31/2015,24.85,14.61,28.22,21.4,3.1947
4/1/2015,24.85,14.52,28.22,21.4,3.1647
4/2/2015,25.14,14.43,28.61,21.73,3.1193
4/3/2015,25.14,14.43,28.61,21.73,3.12
4/6/2015,25.14,14.43,28.61,21.73,3.1261
4/7/2015,24.98,14.35,28.4,21.55,3.1275
4/8/2015,25.11,14.44,28.57,21.69,3.0487
4/9/2015,24.96,14.41,28.38,21.53,3.0585
4/10/2015,25.12,14.41,28.58,21.7,3.0745
4/13/2015,25.69,14.43,29.3,22.32,3.1205
4/14/2015,25.59,14.46,29.16,22.2,3.0623
4/15/2015,25.78,14.72,29.39,22.41,3.0283
4/16/2015,26.24,14.72,29.98,22.91,3.0217
4/17/2015,26.38,14.76,30.15,23.06,3.0404
4/20/2015,26.52,14.77,30.33,23.21,3.032
4/21/2015,26.64,14.79,30.48,23.34,3.0335
4/22/2015,26.51,14.8,30.3,23.19,3.0098
4/23/2015,26.69,14.82,30.52,23.39,2.9697
4/24/2015,27.14,14.84,31.11,23.89,2.9511
4/27/2015,27.13,14.82,31.09,23.87,2.916
4/28/2015,27.06,14.81,31,23.8,2.936
4/29/2015,26.87,15,30.78,23.6,2.9597
4/30/2015,26.87,14.93,30.78,23.6,3.014
5/1/2015,26.99,14.92,30.95,23.45,3.0131
5/4/2015,26.99,14.92,30.95,23.45,3.0855
5/5/2015,27.3,14.8,31.36,23.3,3.0525
5/6/2015,27.22,15.32,31.27,23.11,3.0321
5/7/2015,26.61,15.3,30.51,22.83,3.0245
5/8/2015,26.31,15.28,30.14,22.65,2.972
5/11/2015,26.13,15.32,29.92,22.48,3.06
5/12/2015,26.27,15.39,30.12,22.37,3.0193
5/13/2015,26.24,15.52,30.08,22.27,3.0389
5/14/2015,25.89,15.42,29.64,22.12,2.993
5/15/2015,25.6,15.53,29.27,22.03,2.9957
5/18/2015,25.51,15.61,29.16,21.94,3.0062
5/19/2015,25.11,15.65,28.66,21.76,3.0391
5/20/2015,24.98,15.5,28.5,21.62,3.0017
5/21/2015,24.81,15.51,28.28,21.44,3.0376
5/22/2015,24.73,15.48,28.19,21.36,3.0934
5/25/2015,24.73,15.48,28.19,21.36,3.0957
5/26/2015,24.71,15.39,28.16,21.33,3.153
5/27/2015,24.6,15.36,28.02,21.21,3.1394
5/28/2015,24.35,15.25,27.7,20.93,3.1621
5/29/2015,24.55,15.19,27.96,21.16,3.1788
6/1/2015,25.24,15.18,28.8,21.45,3.1703
6/2/2015,25,15.18,28.52,21.64,3.1296
6/3/2015,25.21,15.18,28.78,21.86,3.1336
6/4/2015,25.45,15.3,29.05,22.1,3.1403
6/5/2015,25.57,15.35,29.16,22.21,3.1433
6/8/2015,25.89,15.38,29.57,22.55,3.1124
6/9/2015,26.35,15.42,30.13,23.04,3.096
6/10/2015,26.94,15.49,30.87,23.68,3.1172
6/11/2015,27.28,15.61,31.28,24.03,3.0893
6/12/2015,27.45,15.7,31.48,24.21,3.117
6/15/2015,27.6,15.81,31.64,24.35,3.1296
6/16/2015,27.83,15.97,31.91,24.59,3.0874
6/17/2015,28.24,16.15,32.41,25.02,3.0564
6/18/2015,28.49,16.31,32.71,25.28,3.0593
6/19/2015,28.51,16.35,32.74,25.3,3.0963
6/22/2015,28.36,16.33,32.56,25.15,3.0799
6/23/2015,28.13,16.27,32.26,24.9,3.0748
6/24/2015,28.08,16.2,32.21,24.85,3.0968
6/25/2015,27.93,16.21,32.02,24.68,3.1269
6/26/2015,27.94,16.21,32.03,24.7,3.1289
6/29/2015,27.67,16.26,31.69,24.4,3.1175
6/30/2015,27.94,16.29,32.03,24.69,3.102
7/1/2015,28.06,15.77,32.18,24.82,3.1485
7/2/2015,28.36,15.84,32.53,25.13,3.0952
7/3/2015,28.44,15.93,32.62,25.21,3.134
7/6/2015,28.23,16,32.35,24.97,3.1387
7/7/2015,28.22,16.06,32.31,24.94,3.1863
7/8/2015,28.3,15.63,32.38,25.01,3.2335
7/9/2015,29.12,15.74,33.4,25.89,3.2188
7/10/2015,29.86,15.85,34.31,26.68,3.1583
7/13/2015,29.81,15.95,34.22,26.6,3.1335
7/14/2015,30.08,16.02,34.54,26.88,3.1389
7/15/2015,30.45,16.38,35,27.28,3.1385
7/16/2015,30.79,16.56,35.41,27.63,3.158
7/17/2015,30.93,16.65,35.57,27.77,3.1873
7/20/2015,31.02,16.74,35.68,27.87,3.1977
7/21/2015,31.08,16.83,35.75,27.93,3.171
7/22/2015,31.04,16.8,35.7,27.89,3.2228
7/23/2015,30.77,16.73,35.38,27.61,3.2849
7/24/2015,30.22,16.61,34.69,27.02,3.3544
7/27/2015,29.82,16.49,34.2,26.59,3.3635
7/28/2015,29.39,16.34,33.66,26.12,3.3573
7/29/2015,29.01,15.69,33.18,25.71,3.3298
7/30/2015,29.07,15.47,33.28,25.79,3.3705
7/31/2015,28.81,15.28,32.97,25.52,3.4204
8/3/2015,28.43,15.1,32.47,25.09,3.4511
8/4/2015,28.43,15.02,32.47,25.09,3.4702
8/5/2015,28.55,14.98,32.63,25.23,3.4855
8/6/2015,28.67,14.96,32.77,25.35,3.5347
8/7/2015,28.62,14.98,32.7,25.29,3.5057
8/10/2015,28.54,14.99,32.58,25.19,3.4341
8/11/2015,28.87,15.02,32.99,25.53,3.4744
8/12/2015,28.85,15.05,32.96,25.5,3.4804
8/13/2015,29.02,14.75,33.18,25.68,3.5181
8/14/2015,28.76,14.82,32.85,25.4,3.4834
8/17/2015,28.53,14.85,32.56,25.14,3.4797
8/18/2015,28.39,14.85,32.39,24.99,3.4678
8/19/2015,28.25,14.88,32.21,24.84,3.4924
8/20/2015,28.04,14.96,31.94,24.61,3.4559
8/21/2015,27.9,15,31.76,24.46,3.4993
8/24/2015,27.46,15.01,31.19,23.96,3.5531
8/25/2015,27.09,15.06,30.72,23.56,3.6172
8/26/2015,27.04,15.06,30.67,23.51,3.5952
8/27/2015,26.92,14.28,30.54,23.4,3.5506
8/28/2015,26.86,14.21,30.48,23.34,3.5808
8/31/2015,26.86,14.21,30.48,23.76,3.6187
9/1/2015,27.52,14.18,31.36,24.11,3.7016
9/2/2015,26.97,14.07,30.68,23.51,3.7588
9/3/2015,26.76,13.96,30.44,23.31,3.7377
9/4/2015,26.5,13.93,30.12,23.03,3.8439
9/7/2015,26.11,13.93,29.65,22.62,3.8372
9/8/2015,25.76,13.78,29.21,22.24,3.8185
9/9/2015,25.39,13.93,28.75,21.84,3.7778
9/10/2015,24.9,13.84,28.15,21.32,3.8491
9/11/2015,24.51,13.81,27.67,20.91,3.87
9/14/2015,24.28,13.83,27.39,20.66,3.8139
9/15/2015,24.07,13.9,27.13,20.44,3.863
9/16/2015,23.88,14.08,26.9,20.24,3.8277
9/17/2015,24.27,14.25,27.39,20.66,3.8976
9/18/2015,24.52,14.46,27.68,20.92,3.9445
9/21/2015,24.55,14.56,27.7,20.94,3.9854
9/22/2015,24.41,14.55,27.53,20.78,4.0487
9/23/2015,24.53,14.52,27.68,20.91,4.1775
9/24/2015,24.43,14.5,27.56,20.81,3.9363
9/25/2015,24.32,14.5,27.43,20.7,3.9768
9/28/2015,24.22,14.43,27.3,20.59,4.1068
9/29/2015,23.93,14.35,26.94,20.42,4.0619
9/30/2015,23.83,14.29,26.83,20.3,3.9478
10/1/2015,23.81,14.24,26.81,20.16,4.0092
10/2/2015,23.98,14.25,27.03,20.35,3.9316
10/5/2015,23.94,14.27,26.97,20.3,3.9118
10/6/2015,24.26,14.29,27.39,20.67,3.8534
10/7/2015,24.77,14.38,28.04,21.23,3.8826
10/8/2015,25,14.67,28.3,21.45,3.7832
10/9/2015,25.77,14.81,29.25,22.28,3.7651
10/12/2015,25.89,14.85,29.4,22.41,3.7624
10/13/2015,25.55,14.84,28.95,22.02,3.8922
10/14/2015,25.3,14.7,28.63,21.75,3.8104
10/15/2015,25.06,14.57,28.34,21.49,3.8028
10/16/2015,24.91,14.42,28.16,21.34,3.9237
10/19/2015,24.59,14.32,27.77,21,3.8842
10/20/2015,24.38,14.23,27.5,20.77,3.9058
10/21/2015,24.36,14.08,27.49,20.75,3.9399
10/22/2015,24.29,13.99,27.4,20.67,3.9073
10/23/2015,24.26,13.96,27.37,20.65,3.8792
10/26/2015,24.25,13.9,27.35,20.64,3.9045
10/27/2015,24.02,13.86,27.06,20.38,3.8868
10/28/2015,24.05,13.64,27.1,20.41,3.9079
10/29/2015,24.41,13.54,27.56,20.81,3.8494
10/30/2015,24.19,13.43,27.28,20.58,3.8562
11/2/2015,24.24,13.31,27.35,20.64,3.8492
11/3/2015,23.91,13.2,26.94,20.28,3.7697
11/4/2015,23.87,13.37,26.91,20.25,3.8001
11/5/2015,23.49,13.25,26.44,19.84,3.7798
11/6/2015,23.22,13.17,26.11,19.55,3.7698
11/9/2015,23.05,13.07,25.91,19.38,3.7988
11/10/2015,22.87,13.07,25.69,19.19,3.7507
11/11/2015,22.19,12.55,24.83,18.45,3.7624
11/12/2015,21.98,12.43,24.57,18.22,3.7707
11/13/2015,21.61,12.29,24.12,17.83,3.8441
11/16/2015,21.31,12.22,23.74,17.5,3.8192
11/17/2015,21.16,12.16,23.56,17.35,3.809
11/18/2015,20.98,11.96,23.34,17.16,3.7653
11/19/2015,20.88,11.95,23.23,17.05,3.7166
11/20/2015,20.8,11.95,23.13,16.97,3.7037
11/23/2015,20.63,11.98,22.91,16.78,3.7315
11/24/2015,20.87,12.02,23.23,17.05,3.6985
11/25/2015,20.84,12.14,23.18,17.02,3.741
11/26/2015,20.71,12.15,23.03,16.88,3.7419
11/27/2015,20.63,12.15,22.93,16.8,3.8449
11/30/2015,20.56,12.17,22.85,16.73,3.8675
12/1/2015,20.46,12.19,22.73,16.62,3.856
12/2/2015,20.18,12.03,22.37,16.31,3.8337
12/3/2015,19.85,12,21.97,15.96,3.7581
12/4/2015,19.53,11.96,21.56,15.61,3.7506
12/7/2015,19.27,11.91,21.23,15.32,3.7666
12/8/2015,18.89,11.89,20.75,14.91,3.7947
12/9/2015,18.61,11.39,20.4,14.6,3.7487
12/10/2015,18.57,11.33,20.37,14.57,3.8111
12/11/2015,18.4,11.32,20.16,14.39,3.8715
12/14/2015,18.13,11.34,19.8,14.08,3.8764
12/15/2015,18.15,11.36,19.84,14.11,3.8715
12/16/2015,17.96,11.3,19.59,13.9,3.8833
12/17/2015,18.07,11.33,19.72,14.01,3.8781
12/18/2015,18.12,11.34,19.77,14.05,3.9809
12/21/2015,18.26,11.37,19.95,14.21,4.0119
12/22/2015,18.4,11.4,20.12,14.35,3.9884
12/23/2015,18.69,11.54,20.46,14.65,3.9404
12/24/2015,18.89,11.53,20.72,14.87,3.9515
12/25/2015,18.89,11.53,20.72,14.87,3.9448
12/28/2015,18.89,11.53,20.72,14.78,3.8571
12/29/2015,18.89,11.53,20.72,14.66,3.864
12/30/2015,18.89,11.53,20.72,14.87,3.9593
12/31/2015,18.89,11.53,20.72,14.75,3.9593
1/1/2016,18.89,11.53,20.72,14.75,3.9593
1/4/2016,18.87,11.35,20.68,14.83,4.0387
1/5/2016,19,11.34,20.84,14.97,4.0062
1/6/2016,18.82,11.33,20.61,14.77,4.0229
1/7/2016,18.39,11.3,20.07,14.3,4.0433
1/8/2016,18.12,11.25,19.75,14.02,4.023
1/11/2016,17.7,11.2,19.22,13.57,4.0522
1/12/2016,17.45,11.18,18.91,13.3,4.0275
1/13/2016,17.12,10.54,18.52,12.95,4.0143
1/14/2016,16.94,10.49,18.29,12.75,3.9981
1/15/2016,16.82,10.46,18.15,12.64,4.0464
1/18/2016,16.67,10.43,17.96,12.47,4.0542
1/19/2016,16.49,10.4,17.74,12.28,4.0611
1/20/2016,16.39,10.2,17.62,12.18,4.0956
1/21/2016,16.17,10.14,17.36,11.95,4.156
1/22/2016,16.3,10.08,17.52,12.09,4.093
1/25/2016,16.7,10,18.05,12.54,4.0888
1/26/2016,16.44,9.94,17.72,12.26,4.0521
1/27/2016,16.39,10.12,17.66,12.21,4.1062
1/28/2016,16.97,10.07,18.42,12.86,4.0684
1/29/2016,17.08,10.04,18.56,12.98,3.9973
2/1/2016,17.06,9.99,18.54,12.97,3.9614
2/2/2016,16.9,9.99,18.32,12.78,3.988
2/3/2016,16.92,9.94,18.34,12.79,3.8939
2/4/2016,17.22,9.99,18.72,13.12,3.8882
2/5/2016,17.36,10.05,18.9,13.28,3.902
2/8/2016,17.23,10.08,18.72,13.12,3.8939
2/9/2016,17.17,10.11,18.64,13.06,3.8841
2/10/2016,16.9,10.42,18.3,12.76,3.927
2/11/2016,16.9,10.46,18.28,12.75,3.9931
2/12/2016,17.47,10.55,19,13.37,4.0012
2/15/2016,17.65,10.63,19.22,13.57,4.0045
2/16/2016,17.84,10.73,19.46,13.77,4.0708
2/17/2016,17.81,10.61,19.42,13.73,3.9836
2/18/2016,17.96,10.65,19.61,13.9,4.0269
2/19/2016,17.79,10.66,19.4,13.72,4.0199
2/22/2016,17.61,10.66,19.19,13.54,3.9458
2/23/2016,17.39,10.69,18.91,13.29,3.9554
2/24/2016,17.14,10.62,18.6,13.03,3.9576
2/25/2016,17.11,10.62,18.56,12.99,3.9545
2/26/2016,17.34,10.68,18.85,13.24,3.9925
2/29/2016,17.31,10.71,18.81,13.21,4.0156
3/1/2016,17.53,10.76,19.09,13.44,3.926
3/2/2016,17.49,10.8,19.03,13.4,3.8917
3/3/2016,17.5,10.9,19.05,13.42,3.7976
3/4/2016,17.64,11,19.22,13.57,3.7586
3/7/2016,18.12,11.1,19.83,14.09,3.7815
3/8/2016,18.32,11.32,20.07,14.3,3.7541
3/9/2016,18.58,11.84,20.4,14.58,3.6834
3/10/2016,18.76,11.97,20.62,14.77,3.62
3/11/2016,18.74,12.29,20.58,14.75,3.5811
3/14/2016,18.69,12.4,20.52,14.69,3.6605
3/15/2016,18.53,12.5,20.31,14.51,3.7641
3/16/2016,18.38,12.26,20.12,14.35,3.7414
3/17/2016,18.64,12.12,20.46,14.64,3.6258
3/18/2016,18.66,12.18,20.49,14.67,3.6225
3/21/2016,18.48,12.17,20.26,14.47,3.6165
3/22/2016,18.44,12.06,20.22,14.43,3.5806
3/23/2016,18.62,12.07,20.44,14.62,3.6841
3/24/2016,18.71,11.99,20.54,14.7,3.6756
3/25/2016,18.71,11.99,20.54,14.7,3.683
3/28/2016,18.71,11.99,20.54,14.7,3.627
3/29/2016,18.79,12.18,20.64,14.79,3.6379
3/30/2016,18.84,12.14,20.68,14.84,3.5988
3/31/2016,19.23,12.14,21.16,15.26,3.5925
4/1/2016,19.99,12.19,22.08,16.05,3.5525
4/4/2016,20.19,12.27,22.31,16.25,3.6228
4/5/2016,20.53,12.24,22.7,16.59,3.6795
4/6/2016,20.71,12.31,22.92,16.79,3.6398
4/7/2016,20.95,12.27,23.23,17.05,3.689
4/8/2016,20.99,12.31,23.28,17.09,3.5886
4/11/2016,21.34,12.44,23.72,17.48,3.4912
4/12/2016,21.66,12.59,24.13,17.83,3.492
4/13/2016,21.92,12.62,24.44,18.1,3.4974
4/14/2016,22.17,12.68,24.75,18.37,3.4824
4/15/2016,22.56,12.65,25.22,18.77,3.5325
4/18/2016,22.53,12.68,25.17,18.73,3.6147
4/19/2016,22.85,12.73,25.57,19.08,3.5326
4/20/2016,22.71,12.67,25.4,18.93,3.5284
4/21/2016,22.93,12.62,25.69,19.18,3.5371
4/22/2016,22.78,12.67,25.51,19.02,3.5638
4/25/2016,22.67,12.71,25.38,18.91,3.5543
4/26/2016,22.48,12.61,25.14,18.7,3.5288
4/27/2016,22.6,12.87,25.32,18.85,3.5262
4/28/2016,22.33,13.19,25,18.57,3.4875
4/29/2016,22.28,13.15,24.95,18.53,3.4352
5/2/2016,22.28,13.15,24.95,18.53,3.5006
5/3/2016,21.92,13.05,24.51,18.15,3.5584
5/4/2016,21.51,12.97,24,17.71,3.5462
5/5/2016,21.42,12.91,23.89,17.61,3.5343
5/6/2016,21.17,12.85,23.59,17.35,3.5008
5/9/2016,21.26,12.9,23.71,17.45,3.5152
5/10/2016,20.96,12.92,23.33,17.12,3.4753
5/11/2016,21.25,12.94,23.7,17.44,3.4513
5/12/2016,21.69,13,24.26,17.92,3.4845
5/13/2016,21.78,13,24.36,18.01,3.5325
5/16/2016,21.92,13.04,24.54,18.16,3.4988
5/17/2016,21.99,13.07,24.63,18.24,3.4873
5/18/2016,22.13,13.15,24.8,18.39,3.567
5/19/2016,22.19,13.18,24.88,18.45,3.5631
5/20/2016,21.98,13.16,24.61,18.22,3.5195
5/23/2016,21.88,13.03,24.49,18.11,3.5722
5/24/2016,21.8,13.09,24.38,18.02,3.5703
5/25/2016,21.85,13.04,24.46,18.09,3.5833
5/26/2016,21.86,12.97,24.49,18.11,3.581
5/27/2016,21.82,13,24.44,18.07,3.6105
5/30/2016,21.82,13,24.44,18.09,3.57
5/31/2016,21.79,12.9,24.39,18.02,3.6105
6/1/2016,21.63,12.86,24.19,17.85,3.5996
6/2/2016,21.67,12.76,24.24,17.89,3.5916
6/3/2016,21.77,12.65,24.38,18.02,3.5237
6/6/2016,21.73,12.67,24.32,17.97,3.4885
6/7/2016,21.82,12.62,24.44,18.07,3.441
6/8/2016,21.98,12.72,24.64,18.24,3.3615
6/9/2016,22.24,12.78,24.96,18.52,3.3995
6/10/2016,22.34,12.59,25.09,18.63,3.4175
6/13/2016,22.32,12.58,25.05,18.59,3.4817
6/14/2016,22.16,12.65,24.85,18.42,3.4802
6/15/2016,22.16,12.76,24.85,18.42,3.4726
6/16/2016,22.2,12.65,24.9,18.46,3.4656
6/17/2016,22.24,12.69,24.94,18.5,3.4158
6/20/2016,22.41,12.86,25.16,18.69,3.3934
6/21/2016,22.41,12.91,25.16,18.69,3.4153
6/22/2016,22.54,12.96,25.33,18.84,3.3756
6/23/2016,22.58,13.13,25.38,18.88,3.3376
6/24/2016,22.46,13.25,25.21,18.73,3.3725
6/27/2016,22.62,13.35,25.41,18.89,3.3916
6/28/2016,22.74,13.49,25.55,19.02,3.3016
6/29/2016,23.19,13.66,26.11,19.5,3.2215
6/30/2016,23.76,13.77,26.81,20.11,3.2126
7/1/2016,24.21,13.9,27.36,20.59,3.2348
7/4/2016,24.54,13.9,27.76,20.93,3.2692
7/5/2016,24.56,14.23,27.77,20.94,3.3019
7/6/2016,24.67,14.19,27.89,21.04,3.3296
7/7/2016,25.18,14.16,28.53,21.6,3.3668
7/8/2016,24.95,14.29,28.23,21.34,3.2995
7/11/2016,25.01,14.32,28.3,21.4,3.3085
7/12/2016,25.08,14.38,28.38,21.47,3.2945
7/13/2016,25.23,14.5,28.57,21.64,3.263
7/14/2016,25.31,14.67,28.66,21.72,3.2501
7/15/2016,25.49,14.89,28.89,21.91,3.2808
7/18/2016,25.56,15.11,28.97,21.98,3.2522
7/19/2016,25.5,15.15,28.89,21.92,3.2488
7/20/2016,25.44,14.98,28.82,21.85,3.2588
7/21/2016,25.11,14.92,28.42,21.51,3.271
7/22/2016,24.71,14.84,27.92,21.07,3.2563
7/25/2016,24.35,14.68,27.48,20.7,3.2845
7/26/2016,24.12,14.54,27.2,20.45,3.2762
7/27/2016,23.75,14.26,26.75,20.06,3.2633
7/28/2016,23.36,14.04,26.27,19.65,3.2884
7/29/2016,22.96,13.79,25.78,19.23,3.2471
8/1/2016,22.87,13.66,25.67,19.13,3.2644
8/2/2016,22.6,13.58,25.34,18.84,3.2568
8/3/2016,22.51,13.36,25.24,18.75,3.2367
8/4/2016,22.55,13.15,25.29,18.8,3.1935
8/5/2016,22.37,13.13,25.06,18.6,3.1645
8/8/2016,22.7,13.43,25.48,18.96,3.1741
8/9/2016,22.88,13.27,25.69,19.15,3.1448
8/10/2016,23.15,13.45,26.02,19.43,3.1266
8/11/2016,23.53,13.29,26.47,19.83,3.1447
8/12/2016,23.75,13.32,26.75,20.06,3.1917
8/15/2016,24.31,13.35,27.45,20.67,3.1856
8/16/2016,24.59,13.63,27.8,20.97,3.2014
8/17/2016,24.63,13.61,27.86,21.02,3.2032
8/18/2016,24.71,13.74,27.96,21.11,3.2383
8/19/2016,24.9,13.78,28.21,21.32,3.2025
8/22/2016,24.82,13.77,28.11,21.23,3.2005
8/23/2016,24.47,13.74,27.67,20.86,3.2325
8/24/2016,24.4,13.86,27.59,20.78,3.2246
8/25/2016,24.16,13.84,27.28,20.52,3.2361
8/26/2016,24.06,13.82,27.16,20.41,3.2641
8/29/2016,24.06,13.82,27.16,20.73,3.2293
8/30/2016,24.24,13.99,27.4,20.61,3.241
8/31/2016,23.97,13.68,27.06,20.32,3.2266
9/1/2016,23.87,13.9,26.94,20.22,3.2578
9/2/2016,23.53,13.86,26.51,19.84,3.2555
9/5/2016,23.46,13.6,26.43,19.78,3.282
9/6/2016,23.65,14.1,26.67,19.98,3.194
9/7/2016,23.7,14.24,26.73,20.04,3.1915
9/8/2016,23.77,14.35,26.82,20.11,3.2134
9/9/2016,23.8,14.4,26.86,20.15,3.272
9/12/2016,23.83,14.41,26.89,20.17,3.2452
9/13/2016,23.89,14.15,26.97,20.25,3.3131
9/14/2016,23.82,14.09,26.89,20.17,3.342
9/15/2016,23.72,14.05,26.75,20.06,3.3019
9/16/2016,23.82,14.04,26.89,20.17,3.2615
9/19/2016,23.86,14.04,26.94,20.22,3.2725
9/20/2016,23.92,14.09,27,20.27,3.2576
9/21/2016,24.19,14.29,27.34,20.57,3.2056
9/22/2016,24.58,14.44,27.82,20.99,3.2199
9/23/2016,24.85,14.58,28.15,21.27,3.2438
9/26/2016,24.87,14.68,28.16,21.27,3.2392
9/27/2016,25.08,14.66,28.42,21.5,3.2335
9/28/2016,24.97,14.65,28.28,21.38,3.2157
9/29/2016,25.04,14.66,28.37,21.46,3.258
9/30/2016,25.05,14.56,28.4,21.48,3.2589
10/3/2016,24.96,14.46,28.3,21.39,3.209
10/4/2016,24.69,14.48,27.95,21.09,3.2563
10/5/2016,24.85,14.44,28.16,21.27,3.2191
10/6/2016,25.01,14.73,28.36,21.45,3.2295
10/7/2016,25.43,14.82,28.88,21.9,3.219
10/10/2016,25.54,14.88,29.02,22.01,3.205
10/11/2016,25.69,14.99,29.2,22.17,3.1946
10/12/2016,25.79,15.11,29.33,22.28,3.201
10/13/2016,25.8,15.45,29.32,22.27,3.177
10/14/2016,26.09,15.63,29.68,22.58,3.2036
10/17/2016,26.1,15.8,29.68,22.58,3.2007
10/18/2016,26.3,15.95,29.92,22.79,3.1873
10/19/2016,26.6,16.06,30.29,23.11,3.1682
10/20/2016,26.91,16.1,30.68,23.45,3.1418
10/21/2016,26.99,16.12,30.78,23.53,3.1496
10/24/2016,27.01,16.15,30.81,23.55,3.1231
10/25/2016,27.01,16.12,30.8,23.54,3.1136
10/26/2016,26.98,16.11,30.76,23.51,3.1394
10/27/2016,26.71,16.02,30.42,23.22,3.1686
10/28/2016,26.58,15.87,30.26,23.08,3.205
10/31/2016,26.33,15.81,29.96,22.82,3.1878
11/1/2016,25.9,15.75,29.41,22.35,3.2355
11/2/2016,25.48,15.65,28.89,21.9,3.2344
11/3/2016,25.3,15.64,28.65,21.7,3.241
11/4/2016,25.33,15.64,28.69,21.73,3.2322
11/7/2016,25.52,15.67,28.95,21.94,3.2005
11/8/2016,25.75,15.74,29.23,22.19,3.168
11/9/2016,25.93,15.52,29.46,22.39,3.2157
11/10/2016,26.06,15.58,29.61,22.51,3.3849
11/11/2016,26.4,15.69,30.01,22.86,3.39
11/14/2016,26.71,15.81,30.36,23.17,3.4316
11/15/2016,28.14,15.98,32.09,24.67,3.4389
11/16/2016,29.39,16.09,33.61,25.98,3.419
11/17/2016,30.57,16.37,35.04,27.22,3.4178
11/18/2016,30.89,16.49,35.43,27.56,3.3825
11/21/2016,31.01,16.47,35.59,27.69,3.3511
11/22/2016,31.13,16.43,35.74,27.83,3.354
11/23/2016,30.93,16.54,35.5,27.62,3.393
11/24/2016,30.83,16.5,35.38,27.51,3.3905
11/25/2016,30.87,16.44,35.44,27.55,3.4208
11/28/2016,30.89,16.5,35.45,27.57,3.3844
11/29/2016,31.22,16.55,35.85,27.92,3.3975
11/30/2016,31.93,16.72,36.75,28.69,3.3827
12/1/2016,32.55,16.79,37.52,29.36,3.4703
12/2/2016,32.76,17.1,37.77,29.58,3.475
12/5/2016,33.27,17.18,38.39,30.12,3.4201
12/6/2016,33.51,17.31,38.69,30.38,3.4075
12/7/2016,33.55,17.41,38.74,30.42,3.3825
12/8/2016,33.22,17.34,38.33,30.07,3.375
12/9/2016,33.07,17.11,38.16,29.91,3.377
12/12/2016,32.69,17.05,37.71,29.92,3.338
12/13/2016,32.5,17.1,37.51,29.09,3.3345
12/14/2016,31.41,16.71,36.18,28.11,3.369
12/15/2016,30.48,16.3,35.06,27.14,3.369
12/16/2016,29.55,16.03,33.93,26.15,3.3915
12/19/2016,28.81,15.93,33.04,25.32,3.3645
12/20/2016,28.46,15.96,32.64,25.03,3.3536
12/21/2016,27.62,15.74,31.62,24.15,3.3265
12/22/2016,27.32,15.55,31.25,23.85,3.2865
12/23/2016,27.18,15.47,31.09,23.69,3.2705
12/26/2016,27.18,15.47,31.09,23.69,3.276
12/27/2016,27.21,15.47,31.12,23.71,3.2697
12/28/2016,27.24,15.47,31.15,23.74,3.284
12/29/2016,27.42,15.63,31.4,23.95,3.2532
12/30/2016,27.45,15.72,31.43,23.98,3.2532
1/2/2017,27.43,15.72,31.4,23.98,3.2851
1/3/2017,27.14,15.4,31.05,23.65,3.2644
1/4/2017,27.33,15.36,31.29,23.86,3.216
1/5/2017,27.65,15.32,31.66,24.18,3.1988
1/6/2017,28.57,15.46,32.78,25.15,3.2239
1/9/2017,29.06,15.63,33.39,25.53,3.1967
1/10/2017,29.24,15.75,33.59,25.86,3.1955
1/11/2017,29.59,15.85,33.99,26.21,3.1965
1/12/2017,29.51,15.96,33.88,26.11,3.1878
1/13/2017,29.76,15.96,34.2,26.39,3.2205
1/16/2017,29.88,16.02,34.36,26.32,3.2415
1/17/2017,29.63,15.91,34.06,26.27,3.2113
1/18/2017,29.4,15.82,33.78,26.02,3.2307
1/19/2017,29.14,15.76,33.46,25.75,3.196
1/20/2017,28.74,15.72,32.97,25.32,3.1685
1/23/2017,28.53,15.77,32.7,25.24,3.1628
1/24/2017,28.74,15.81,32.97,25.32,3.1697
1/25/2017,28.88,15.86,33.13,25.46,3.1697
1/26/2017,28.7,15.81,32.9,25.26,3.1775
1/27/2017,28.76,15.77,32.98,25.33,3.14
1/30/2017,28.68,15.76,32.89,25.25,3.1255
1/31/2017,28.56,15.72,32.74,25.12,3.1507
2/1/2017,28.29,15.65,32.4,24.83,3.1285
2/2/2017,28.39,15.44,32.52,24.94,3.1235
2/3/2017,28.51,15.58,32.68,25.07,3.1174
2/6/2017,28.67,15.85,32.88,25.06,3.1155
2/7/2017,28.64,15.92,32.85,25.22,3.12
2/8/2017,28.53,16.01,32.7,25.09,3.117
2/9/2017,28.41,16.05,32.56,24.97,3.1299
2/10/2017,28.47,16.2,32.63,25.03,3.1145
2/13/2017,28.44,16.26,32.59,24.97,3.111
2/14/2017,28.49,16.4,32.67,25.06,3.084
2/15/2017,28.2,16.47,32.31,24.75,3.0565
2/16/2017,28.11,16.45,32.21,24.67,3.0889
2/17/2017,28.12,16.47,32.23,24.68,3.1035
