Date,USG to China,PNW to China,Brazil Panama Canal to China,Brazil Cape Hope to China,BRL=
4/15/2013,39.87,16.73,47.03,38.7,2.0002
4/16/2013,39.99,16.59,47.16,38.78,1.986
4/17/2013,40.2,16.59,47.41,39.1,2.0009
4/18/2013,40.39,16.59,47.65,39.35,2.018
4/19/2013,40.58,16.59,47.87,39.51,2.0102
4/22/2013,40.63,16.71,47.93,39.58,2.0209
4/23/2013,40.49,16.71,47.76,39.35,2.0245
4/24/2013,40.32,16.69,47.57,39.22,2.0104
4/25/2013,39.91,16.69,47.09,38.74,2.0012
4/26/2013,39.52,16.62,46.63,38.3,1.9985
4/29/2013,39.28,16.58,46.35,38.05,2.0075
4/30/2013,38.88,16.56,45.86,37.6,2.001
5/1/2013,38.41,16.51,45.25,37.2,2.001
5/2/2013,38.62,16.51,45.54,37.34,2.009
5/3/2013,38.91,16.51,45.91,37.71,2.0087
5/6/2013,38.91,16.49,45.91,37.71,2.0093
5/7/2013,39.08,16.49,46.13,37.9,2.0075
5/8/2013,38.83,16.47,45.82,37.57,2.0047
5/9/2013,38.9,16.47,45.91,37.62,2.013
5/10/2013,38.61,16.38,45.53,37.36,2.0198
5/13/2013,38.56,16.37,45.46,37.42,2.0072
5/14/2013,38.55,16.36,45.45,37.19,2.0199
5/15/2013,38.2,16.36,45.01,36.74,2.022
5/16/2013,38.38,16.36,45.27,37.01,2.0265
5/17/2013,38.06,16.06,44.88,36.72,2.0345
5/20/2013,38.01,16.28,44.82,36.73,2.039
5/21/2013,37.64,16.28,44.35,36.36,2.0406
5/22/2013,37.4,16.03,44.07,35.99,2.0487
5/23/2013,36.9,16,43.44,35.45,2.0439
5/24/2013,36.78,15.97,43.3,35.42,2.0512
5/27/2013,36.78,15.97,43.3,35.42,2.0543
5/28/2013,36.98,15.97,43.57,35.64,2.0749
5/29/2013,36.65,15.97,43.16,35.2,2.1101
5/30/2013,36.28,15.94,42.71,34.89,2.1095
5/31/2013,36,15.92,42.36,34.49,2.1418
6/3/2013,36.01,15.92,42.38,34.53,2.124
6/4/2013,35.92,15.67,42.27,34.43,2.1249
6/5/2013,36.08,15.67,42.48,34.53,2.1282
6/6/2013,35.92,15.65,42.28,34.37,2.1299
6/7/2013,35.9,15.55,42.26,34.44,2.1308
6/10/2013,35.92,15.55,42.29,34.41,2.1457
6/11/2013,35.91,15.55,42.26,34.28,2.1318
6/12/2013,36.39,15.55,42.87,34.75,2.155
6/13/2013,36.58,15.55,43.1,35.02,2.1215
6/14/2013,37.19,15.55,43.84,35.82,2.1517
6/17/2013,37.36,15.55,44.04,36.09,2.1698
6/18/2013,37.55,15.74,44.27,36.21,2.18
6/19/2013,37.88,15.7,44.66,36.61,2.2238
6/20/2013,37.58,15.82,44.27,36.3,2.258
6/21/2013,37.48,15.57,44.13,36.18,2.2415
6/24/2013,37.63,15.55,44.3,36.26,2.2257
6/25/2013,38.27,15.57,45.09,37,2.2137
6/26/2013,38.32,15.23,45.14,37.04,2.1865
6/27/2013,38.64,15.12,45.54,37.41,2.1987
6/28/2013,38.91,15.28,45.87,37.63,2.2315
7/1/2013,39.1,15.3,46.12,37.88,2.228
7/2/2013,39.1,15.31,46.12,37.95,2.254
7/3/2013,39.16,15.31,46.2,37.88,2.2676
7/4/2013,39.11,15.29,46.13,37.81,2.2475
7/5/2013,39.23,15.28,46.3,38.04,2.2515
7/8/2013,39.19,15.28,46.26,37.99,2.2639
7/9/2013,39.2,15.28,46.26,38.01,2.2561
7/10/2013,39.56,15.28,46.71,38.29,2.2637
7/11/2013,40.19,15.31,47.48,39.05,2.2535
7/12/2013,40.67,15.31,48.06,39.62,2.2671
7/15/2013,40.92,15.33,48.35,39.85,2.2185
7/16/2013,41.15,15.34,48.62,40.15,2.2528
7/17/2013,41.53,15.39,49.1,40.46,2.2251
7/18/2013,41.71,15.33,49.33,40.66,2.2262
7/19/2013,41.62,15.55,49.2,40.76,2.2464
7/22/2013,41.47,15.55,49.02,40.64,2.232
7/23/2013,41.5,15.55,49.06,40.47,2.2127
7/24/2013,41.35,15.54,48.88,40.34,2.2501
7/25/2013,41.18,15.39,48.67,40.19,2.2425
7/26/2013,40.93,15.37,48.36,39.86,2.2565
7/29/2013,40.84,15.36,48.26,39.75,2.2685
7/30/2013,40.69,15.37,48.07,39.58,2.2825
7/31/2013,40.55,15.37,47.91,39.34,2.2764
8/1/2013,40.7,15.37,48.12,39.49,2.3035
8/2/2013,40.55,15.34,47.94,39.42,2.2868
8/5/2013,40.23,15.34,47.54,39.24,2.3055
8/6/2013,39.7,15.55,46.87,38.72,2.2985
8/7/2013,39.5,15.48,46.64,38.29,2.3136
8/8/2013,39,15.48,46.01,37.93,2.2834
8/9/2013,38.71,15.48,45.65,37.59,2.2714
8/12/2013,38.63,15.45,45.57,37.35,2.2865
8/13/2013,38.76,15.45,45.75,37.52,2.3136
8/14/2013,38.65,15.15,45.61,37.43,2.3241
8/15/2013,38.72,15.3,45.71,37.59,2.3401
8/16/2013,38.71,15.41,45.69,37.38,2.3923
8/19/2013,38.59,15.41,45.55,37.4,2.4123
8/20/2013,38.41,15.41,45.31,37.21,2.3933
8/21/2013,38.34,15.41,45.23,37,2.452
8/22/2013,38.28,15.41,45.16,36.95,2.434
8/23/2013,38.23,15.35,45.1,36.98,2.3483
8/26/2013,38.23,15.35,45.1,36.98,2.3789
8/27/2013,38.42,15.35,45.35,37.14,2.3712
8/28/2013,38.53,15.36,45.49,37.26,2.343
8/29/2013,38.48,15.36,45.42,37.26,2.359
8/30/2013,38.38,15.42,45.28,37.17,2.3859
9/2/2013,38.25,15.42,45.12,37.02,2.3774
9/3/2013,38.41,15.42,45.31,37.14,2.3582
9/4/2013,38.56,15.43,45.51,37.29,2.3597
9/5/2013,38.83,15.43,45.83,37.59,2.3243
9/6/2013,39.44,15.43,46.57,38.24,2.3065
9/9/2013,40.08,15.43,47.34,39.01,2.276
9/10/2013,40.1,15.85,47.33,38.99,2.2833
9/11/2013,40.51,16.07,47.83,39.34,2.276
9/12/2013,41.05,16.25,48.5,39.88,2.274
9/13/2013,41.33,16.36,48.84,40.34,2.2793
9/16/2013,41.36,27.82,48.87,40.37,2.2839
9/17/2013,41.49,27.82,49.02,40.47,2.2555
9/18/2013,41.79,16.87,49.38,40.83,2.1855
9/19/2013,42.18,16.95,49.86,41.31,2.2021
9/20/2013,42.45,16.95,50.17,41.63,2.2097
9/23/2013,42.97,16.95,50.79,42.21,2.198
9/24/2013,44.4,16.95,52.53,43.66,2.2005
9/25/2013,46.49,17.91,55.05,45.99,2.2321
9/26/2013,47.12,17.91,55.81,46.57,2.2451
9/27/2013,47.31,19.02,56.05,46.79,2.2515
9/30/2013,47.1,19.17,55.79,46.69,2.2156
10/1/2013,46.77,19.12,55.38,46.42,2.2149
10/2/2013,47.16,19.12,55.87,46.74,2.1906
10/3/2013,47.45,19.12,56.22,47.15,2.206
10/4/2013,47.55,19.12,56.32,47.33,2.2114
10/7/2013,47.83,19.89,56.65,47.57,2.2044
10/8/2013,48.31,20.06,57.22,47.99,2.2109
10/9/2013,48.51,20.36,57.46,48.28,2.2065
10/10/2013,48.94,20.36,58.01,48.64,2.1796
10/11/2013,48.87,20.36,57.92,48.61,2.173
10/14/2013,48.8,20.53,57.82,48.56,2.1813
10/15/2013,49.01,20.41,58.08,48.75,2.1769
10/16/2013,49.45,20.41,58.61,49.16,2.18
10/17/2013,49.76,20.26,58.98,49.55,2.152
10/18/2013,50.04,20.26,59.32,49.87,2.1685
10/21/2013,50.19,20.03,59.5,50.02,2.173
10/22/2013,50.18,20.03,59.49,50.05,2.172
10/23/2013,49.97,19.67,59.23,49.81,2.1878
10/24/2013,49.41,19.55,58.54,49.22,2.203
10/25/2013,48.67,19.55,57.64,48.52,2.187
10/28/2013,48.43,18.85,57.37,48.16,2.1795
10/29/2013,47.68,18.62,56.46,47.32,2.184
10/30/2013,46.97,18.41,55.62,46.49,2.1835
10/31/2013,46.28,18.21,54.78,45.81,2.239
11/1/2013,45.72,18.16,54.08,45.24,2.2564
11/4/2013,45.41,17.97,53.7,44.87,2.2451
11/5/2013,45.44,17.87,53.73,44.91,2.282
11/6/2013,45.53,17.65,53.85,44.92,2.2845
11/7/2013,45.16,17.65,53.39,44.5,2.305
11/8/2013,45.01,17.59,53.2,44.37,2.3135
11/11/2013,44.94,17.51,53.13,44.34,2.33
11/12/2013,44.51,17.42,52.61,43.88,2.333
11/13/2013,44.15,17.3,52.18,43.54,2.3325
11/14/2013,43.8,17.3,51.76,43.08,2.313
11/15/2013,43.5,17.13,51.41,42.7,2.3187
11/18/2013,43.31,17.15,51.18,42.5,2.2625
11/19/2013,42.96,17.15,50.75,42.16,2.2705
11/20/2013,42.88,16.97,50.66,41.99,2.271
11/21/2013,42.96,16.91,50.76,42.12,2.3055
11/22/2013,43.33,16.89,51.21,42.5,2.278
11/25/2013,43.49,16.92,51.39,42.72,2.2835
11/26/2013,44.08,16.96,52.11,43.39,2.2964
11/27/2013,45.33,17.19,53.61,44.91,2.329
11/28/2013,46.34,17.32,54.84,45.95,2.3173
11/29/2013,47.05,17.41,55.7,46.68,2.3355
12/2/2013,47.53,17.6,56.28,47,2.3557
12/3/2013,48.13,17.69,57.01,47.69,2.3756
12/4/2013,48.74,17.78,57.75,48.37,2.3912
12/5/2013,49.23,17.78,58.32,49.01,2.3609
12/6/2013,49.66,18.34,58.85,49.49,2.3255
12/9/2013,49.88,18.72,59.11,49.73,2.3195
12/10/2013,50.21,18.72,59.51,50.11,2.3087
12/11/2013,50.75,18.72,60.16,50.69,2.341
12/12/2013,50.87,19.46,60.29,50.88,2.332
12/13/2013,51.03,19.47,60.49,50.83,2.3295
12/16/2013,51.18,19.51,60.69,51.16,2.3276
12/17/2013,50.6,19.38,59.98,50.54,2.3191
12/18/2013,49.98,19.06,59.24,49.79,2.326
12/19/2013,49.18,18.85,58.26,49.08,2.353
12/20/2013,48.91,18.74,57.93,48.72,2.3874
12/23/2013,48.72,18.74,57.71,48.58,2.3568
12/24/2013,48.78,18.74,57.79,48.49,2.3568
12/25/2013,48.78,18.74,57.79,48.49,2.3568
12/26/2013,48.78,18.74,57.79,48.49,2.351
12/27/2013,48.78,18.74,57.79,48.49,2.3382
12/30/2013,48.78,27.51,57.79,48.49,2.3619
12/31/2013,48.78,27.51,57.79,48.49,2.3618
1/1/2014,48.78,27.51,57.79,48.49,2.3618
1/2/2014,48.11,27.51,56.97,47.84,2.3874
1/3/2014,47.53,27.21,56.25,47.34,2.376
1/6/2014,47.01,18.14,55.61,46.92,2.3759
1/7/2014,46.63,17.86,55.15,46.32,2.372
1/8/2014,46.44,17.78,54.91,46.04,2.3964
1/9/2014,46.52,17.78,55.01,45.98,2.3902
1/10/2014,46.19,17.56,54.6,45.76,2.3582
1/13/2014,46.05,17.65,54.43,45.76,2.3595
1/14/2014,45.78,17.65,54.09,45.55,2.3501
1/15/2014,45.97,25.14,54.34,42.88,2.3603
1/16/2014,45.75,25.26,54.05,42.85,2.3633
1/17/2014,45.77,25.38,54.08,42.76,2.3423
1/20/2014,45.63,25.43,53.91,42.53,2.344
1/21/2014,45.5,25.28,53.77,42.29,2.3573
1/22/2014,45.24,25.07,53.45,42.08,2.3723
1/23/2014,45.15,24.79,53.35,42.04,2.3956
1/24/2014,44.9,24.51,53.03,41.77,2.3977
1/27/2014,44.79,24.27,52.91,41.66,2.4205
1/28/2014,44.62,24.06,52.71,41.48,2.4258
1/29/2014,44.61,24,52.7,41.47,2.4347
1/30/2014,44.45,23.97,52.52,41.32,2.4113
1/31/2014,44.39,23.95,52.45,41.26,2.4122
2/3/2014,44.05,23.93,52.03,40.89,2.4397
2/4/2014,43.95,23.96,51.91,40.79,2.4053
2/5/2014,43.8,14.48,51.72,40.63,2.3981
2/6/2014,43.62,23.86,51.5,40.43,2.382
2/7/2014,43.69,24,51.59,40.51,2.3797
2/10/2014,43.82,24.17,51.78,40.67,2.408
2/11/2014,43.58,24.81,51.48,40.41,2.4
2/12/2014,43.48,25.46,51.37,40.32,2.425
2/13/2014,42.94,25.78,50.7,39.74,2.3933
2/14/2014,42.68,26.15,50.4,39.47,2.3888
2/17/2014,42.61,26.42,50.32,39.4,2.389
2/18/2014,42.21,26.85,49.85,38.99,2.395
2/19/2014,41.86,27.13,49.42,38.62,2.3937
2/20/2014,41.34,27.29,48.79,38.08,2.3701
2/21/2014,41.13,27.29,48.55,37.86,2.3453
2/24/2014,40.81,27.24,48.17,37.53,2.339
2/25/2014,40.19,27.05,47.4,36.87,2.3408
2/26/2014,39.81,26.8,46.95,36.48,2.3495
2/27/2014,39.37,26.68,46.41,36.01,2.3217
2/28/2014,39.06,26.49,46.03,35.68,2.3381
3/3/2014,39.17,26.27,46.19,35.81,2.3438
3/4/2014,38.85,26.15,45.79,35.47,2.3406
3/5/2014,38.68,26.22,45.58,35.28,2.3178
3/6/2014,38.71,26.2,45.61,35.31,2.3225
3/7/2014,38.7,26.28,45.58,35.29,2.3403
3/10/2014,38.84,26.36,45.75,35.45,2.3491
3/11/2014,39.11,26.74,46.08,35.72,2.3639
3/12/2014,39.19,31.63,46.17,35.81,2.3523
3/13/2014,39.32,31.65,46.34,35.95,2.3636
3/14/2014,39.5,31.71,46.55,36.14,2.346
3/17/2014,39.62,31.75,46.69,36.26,2.3485
3/18/2014,39.61,31.76,46.68,36.25,2.334
3/19/2014,39.73,31.09,46.83,36.38,2.3473
3/20/2014,39.81,31.1,46.92,36.45,2.3269
3/21/2014,39.95,31.06,47.1,36.6,2.3237
3/24/2014,39.82,31.02,46.93,36.46,2.322
3/25/2014,39.7,30.88,46.79,36.34,2.3108
3/26/2014,39.41,26.27,46.44,36.03,2.3037
3/27/2014,38.91,25.99,45.84,35.52,2.2583
3/28/2014,38.41,25.76,45.25,35,2.2609
3/31/2014,37.94,25.76,44.68,34.51,2.2714
4/1/2014,37.42,25.11,44.06,33.96,2.2603
4/2/2014,36.87,24.7,43.38,33.38,2.2685
4/3/2014,36.55,24.33,42.99,33.04,2.2788
4/4/2014,36.53,24.09,42.98,33.03,2.2354
4/7/2014,36.37,23.94,42.79,32.86,2.2184
4/8/2014,36.27,23.81,42.66,32.75,2.2009
4/9/2014,36.21,23.79,42.59,32.69,2.1854
4/10/2014,36.1,23.64,42.46,32.63,2.206
4/11/2014,36.05,23.54,42.4,32.53,2.2172
4/14/2014,36.16,23.4,42.53,32.64,2.213
4/15/2014,36.21,23.28,42.61,32.7,2.2324
4/16/2014,36.41,23.13,42.84,32.97,2.243
4/17/2014,36.57,23.1,43.03,33.07,2.2373
4/18/2014,36.57,23.1,43.03,33.07,2.237
4/21/2014,36.57,23.1,43.03,33.07,2.236
4/22/2014,36.8,23.06,43.3,33.31,2.2372
4/23/2014,36.93,23.09,43.47,33.46,2.2205
4/24/2014,37.05,23.13,43.61,33.58,2.213
4/25/2014,37.18,23.13,43.76,33.71,2.2435
4/28/2014,37.27,23.18,43.87,33.81,2.223
4/29/2014,37.2,23.16,43.78,33.72,2.2356
4/30/2014,37.14,22.97,43.71,33.66,2.232
5/1/2014,37,22.86,43.52,33.5,2.233
5/2/2014,37.03,22.76,43.57,33.54,2.2197
5/5/2014,40.55,22.76,46.8,33.48,2.2429
5/6/2014,36.9,22.76,43.4,33.4,2.2289
5/7/2014,36.92,22.69,43.43,33.42,2.216
5/8/2014,37.02,22.75,43.56,33.53,2.214
5/9/2014,37.23,22.94,43.82,33.76,2.2123
5/12/2014,37.22,22.97,43.79,33.74,2.2135
5/13/2014,37.4,22.97,44.02,33.93,2.2143
5/14/2014,37.69,23.08,44.37,34.24,2.2015
5/15/2014,38.2,23.2,44.99,34.78,2.2201
5/16/2014,38.35,23.26,45.17,34.93,2.2138
5/19/2014,38.6,23.33,45.48,35.2,2.2055
5/20/2014,38.68,23.35,45.58,35.29,2.2155
5/21/2014,38.6,28.53,45.49,35.21,2.2065
5/22/2014,38.39,28.36,45.24,34.99,2.2148
5/23/2014,38.11,28.2,44.89,34.69,2.2226
5/26/2014,38.11,28.2,44.89,34.69,2.2236
5/27/2014,37.73,27.74,44.43,34.29,2.237
5/28/2014,37.39,22.63,44.02,33.93,2.2321
5/29/2014,37.12,22.39,43.7,33.65,2.2245
5/30/2014,36.86,22.23,43.38,33.38,2.2403
6/2/2014,36.61,22.23,43.07,33.11,2.2765
6/3/2014,36.45,21.9,42.88,32.95,2.2795
6/4/2014,36.24,21.65,42.63,32.72,2.2776
6/5/2014,35.87,21.43,42.17,32.33,2.2616
6/6/2014,35.59,21.19,41.83,32.11,2.2465
6/9/2014,35.66,21.04,41.92,32.11,2.227
6/10/2014,35.58,20.94,41.83,31.97,2.2215
6/11/2014,35.41,20.78,41.63,31.86,2.2325
6/12/2014,35.08,20.46,41.24,31.52,2.2295
6/13/2014,34.87,20.18,41,31.31,2.2237
6/16/2014,34.51,19.87,40.56,32.02,2.2333
6/17/2014,34.05,19.65,40,31.54,2.2617
6/18/2014,33.96,19.5,39.91,31.45,2.227
6/19/2014,34.07,19.35,40.06,31.58,2.222
6/20/2014,33.86,19.25,39.81,31.36,2.2285
6/23/2014,33.86,19.16,39.81,31.37,2.2175
6/24/2014,33.74,19.06,39.66,31.24,2.2242
6/25/2014,33.51,18.96,39.39,31,2.2076
6/26/2014,33.24,18.87,39.04,30.7,2.1964
6/27/2014,33.09,18.86,38.86,30.54,2.1934
6/30/2014,32.97,18.96,38.71,30.42,2.2137
7/1/2014,33.06,19.17,38.82,30.51,2.2013
7/2/2014,33.2,19.55,38.98,30.66,2.2245
7/3/2014,33.38,20.31,39.18,30.83,2.2098
7/4/2014,33.81,20.76,39.71,31.28,2.213
7/7/2014,34,21.05,39.93,31.48,2.2237
7/8/2014,34.14,21.26,40.09,31.62,2.212
7/9/2014,33.97,21.1,39.86,31.73,2.212
7/10/2014,34.05,20.98,39.96,31.51,2.2191
7/11/2014,33.92,20.74,39.8,31.37,2.2205
7/14/2014,33.77,20.63,39.63,31.22,2.2104
7/15/2014,33.59,20.43,39.41,31.03,2.2196
7/16/2014,33.42,20.2,39.21,30.86,2.2236
7/17/2014,33.24,20.02,38.99,30.66,2.2575
7/18/2014,33.2,19.74,38.94,30.62,2.2245
7/21/2014,33.1,19.74,38.82,30.52,2.219
7/22/2014,33.1,19.54,38.83,30.53,2.2129
7/23/2014,33.24,19.34,38.99,30.66,2.2175
7/24/2014,33.58,19.19,39.41,31.03,2.222
7/25/2014,33.62,19.1,39.46,31.07,2.2285
7/28/2014,33.89,18.99,39.78,31.36,2.222
7/29/2014,33.95,18.96,39.84,31.41,2.2303
7/30/2014,34.23,18.87,40.19,31.57,2.2452
7/31/2014,34.2,18.76,40.16,31.58,2.2634
8/1/2014,34.06,18.68,39.98,31.57,2.2572
8/4/2014,34.1,18.63,40.02,31.57,2.258
8/5/2014,34.14,18.57,40.07,31.61,2.2815
8/6/2014,34.24,18.46,40.19,31.71,2.273
8/7/2014,34.35,18.42,40.32,31.83,2.2949
8/8/2014,34.72,18.4,40.78,32.23,2.2805
8/11/2014,34.78,18.42,40.84,32.28,2.275
8/12/2014,34.85,18.59,40.91,32.5,2.2765
8/13/2014,35.06,18.63,41.17,32.57,2.2795
8/14/2014,36.01,19.15,42.31,33.56,2.2661
8/15/2014,36.53,19.89,42.93,34.1,2.2593
8/18/2014,36.74,20.19,43.18,34.32,2.2575
8/19/2014,36.85,20.21,43.32,34.44,2.2462
8/20/2014,36.9,20.17,43.38,34.5,2.2617
8/21/2014,36.77,20.08,43.22,34.36,2.268
8/22/2014,36.84,19.96,43.31,34.43,2.277
8/25/2014,36.84,19.96,43.31,34.43,2.2875
8/26/2014,36.88,19.86,43.35,34.47,2.261
8/27/2014,37.11,19.69,43.64,34.72,2.2466
8/28/2014,37.62,19.91,44.27,35.26,2.2405
8/29/2014,37.99,20.23,44.72,35.65,2.2355
9/1/2014,38.09,20.42,44.83,35.75,2.245
9/2/2014,38.26,20.57,45.05,35.94,2.243
9/3/2014,38.15,20.87,44.89,35.8,2.2367
9/4/2014,38.2,21.18,44.95,35.85,2.2426
9/5/2014,38.28,21.43,45.05,35.94,2.2403
9/8/2014,37.98,21.75,44.66,35.6,2.2672
9/9/2014,37.91,22.19,44.59,35.47,2.286
9/10/2014,37.45,22.57,44.02,35.11,2.2883
9/11/2014,37.07,22.63,43.55,34.65,2.2977
9/12/2014,36.83,22.58,43.27,34.4,2.339
9/15/2014,36.55,22.46,42.91,34.09,2.3422
9/16/2014,36.27,22.38,42.58,33.8,2.3317
9/17/2014,36.15,22.39,42.43,33.67,2.3581
9/18/2014,36.05,22.31,42.31,33.57,2.3641
9/19/2014,35.99,22.26,42.23,33.5,2.3679
9/22/2014,36.03,22.17,42.29,33.56,2.3979
9/23/2014,36,22.05,42.25,33.52,2.4113
9/24/2014,35.98,21.63,42.22,33.5,2.3828
9/25/2014,36.14,21.54,42.42,33.67,2.4277
9/26/2014,36.16,21.53,42.44,33.8,2.4198
9/29/2014,36.25,21.51,42.55,33.77,2.4466
9/30/2014,36.62,21.52,43,34.17,2.4449
10/1/2014,36.83,21.74,43.25,34.39,2.4805
10/2/2014,37.01,22.03,43.47,34.57,2.4949
10/3/2014,37.09,22.13,43.57,34.66,2.458
10/6/2014,36.9,22.18,43.32,34.45,2.4236
10/7/2014,36.53,22.18,42.86,34.32,2.3956
10/8/2014,36.1,21.75,42.32,34.11,2.3765
10/9/2014,35.84,21.72,41.99,33.3,2.398
10/10/2014,35.45,21.73,41.5,32.88,2.4287
10/13/2014,35.16,21.77,41.12,32.55,2.394
10/14/2014,34.97,21.92,40.87,32.34,2.3995
10/15/2014,34.4,21.64,40.13,31.71,2.458
10/16/2014,34.38,22.06,40.09,31.67,2.4715
10/17/2014,35.13,22.35,41.05,31.82,2.4348
10/20/2014,35.11,22.64,41.01,32.46,2.4646
10/21/2014,35.16,23.01,41.05,32.5,2.4802
10/22/2014,35.55,23.23,41.53,32.81,2.486
10/23/2014,35.73,23.09,41.73,33.1,2.4975
10/24/2014,35.96,23.27,42.01,33.34,2.4733
10/27/2014,36.05,23.41,42.12,33.43,2.5218
10/28/2014,36.31,23.88,42.43,33.7,2.4606
10/29/2014,36.46,24.24,42.62,33.87,2.4609
10/30/2014,36.53,24.74,42.7,33.94,2.4033
10/31/2014,36.42,24.96,42.56,33.82,2.4779
11/3/2014,36.55,25.09,42.73,33.96,2.4962
11/4/2014,36.33,25.05,42.44,33.71,2.4959
11/5/2014,35.85,24.4,41.83,33.19,2.5036
11/6/2014,35.67,24.17,41.62,33,2.5692
11/7/2014,35.53,23.94,41.45,32.86,2.558
11/10/2014,35.49,23.81,41.43,32.83,2.552
11/11/2014,35.14,23.73,40.98,32.45,2.5565
11/12/2014,34.8,23.6,40.57,32.09,2.5657
11/13/2014,34.5,23.28,40.19,31.76,2.5887
11/14/2014,34.19,22.62,39.8,31.43,2.6005
11/17/2014,33.93,22.37,39.48,31.15,2.6077
11/18/2014,33.74,22.23,39.25,30.95,2.582
11/19/2014,33.74,22.26,39.25,30.95,2.5715
11/20/2014,33.72,22.18,39.22,30.92,2.5718
11/21/2014,33.59,22.15,39.05,30.78,2.5152
11/24/2014,33.84,22.08,39.38,31.06,2.5453
11/25/2014,33.74,22.02,39.25,30.95,2.5296
11/26/2014,33.68,21.96,39.16,30.87,2.5009
11/27/2014,33.17,21.78,38.49,31.1,2.5302
11/28/2014,33.5,21.67,38.89,31.34,2.5651
12/1/2014,33.35,21.5,38.7,30.47,2.5589
12/2/2014,33.3,21.22,38.63,30.42,2.5669
12/3/2014,33.06,21.01,38.33,30.33,2.5515
12/4/2014,32.69,20.8,37.86,30.2,2.5907
12/5/2014,32.56,20.62,37.7,30.15,2.5892
12/8/2014,32.23,20.54,37.28,30.09,2.5996
12/9/2014,32.22,20.38,37.28,29.95,2.5928
12/10/2014,31.61,20.14,36.5,29.82,2.615
12/11/2014,31.37,19.96,36.2,29.6,2.6494
12/12/2014,30.75,19.71,35.43,29.37,2.6541
12/15/2014,30.34,19.5,34.92,29.15,2.6952
12/16/2014,29.95,19.33,34.42,26.78,2.7382
12/17/2014,29.65,19.23,34.05,26.46,2.7145
12/18/2014,29.57,19.09,33.97,26.38,2.6623
12/19/2014,29.28,18.94,33.62,26.07,2.6593
12/22/2014,29.29,18.9,33.64,26.09,2.664
12/23/2014,28.93,18.81,33.19,25.84,2.6937
12/24/2014,28.48,18.71,32.64,25.55,2.695
12/25/2014,28.48,18.71,32.64,25.41,2.6952
12/26/2014,28.48,18.71,32.64,25.4,2.6675
12/29/2014,28.48,18.71,32.64,25.07,2.7019
12/30/2014,28.48,18.71,32.64,24.84,2.657
12/31/2014,28.48,18.71,32.64,24.51,2.657
1/1/2015,28.48,18.71,32.64,24.51,2.657
1/2/2015,27.45,18.47,31.33,24.1,2.6931
1/5/2015,27.09,18.28,30.88,23.71,2.7059
1/6/2015,26.52,18.13,30.15,23.08,2.6996
1/7/2015,26.44,15.27,30.05,22.99,2.683
1/8/2015,26.38,15.24,29.98,22.94,2.662
1/9/2015,26.33,15.3,29.93,22.89,2.6299
1/12/2015,25.99,15.4,29.5,22.52,2.6733
1/13/2015,25.88,15.5,29.36,22.4,2.6425
1/14/2015,25.91,15.53,29.4,22.43,2.6159
1/15/2015,26.17,15.51,29.73,22.45,2.641
1/16/2015,26.09,15.43,29.63,22.63,2.6204
1/19/2015,25.95,15.38,29.45,22.48,2.6511
1/20/2015,25.87,15.26,29.36,22.4,2.6133
1/21/2015,25.58,15.1,28.99,22.26,2.6
1/22/2015,25.48,14.91,28.88,21.98,2.5735
1/23/2015,25.5,14.73,28.92,22.01,2.5785
1/26/2015,25.24,14.73,28.6,21.73,2.5832
1/27/2015,25.05,14.42,28.37,21.53,2.5722
1/28/2015,24.74,14.29,28,21.14,2.5757
1/29/2015,23.28,14.1,26.23,19.64,2.6027
1/30/2015,22.7,13.86,25.54,19.07,2.6814
2/2/2015,23.06,13.64,26.03,19.49,2.7261
2/3/2015,23.39,13.37,26.48,19.18,2.694
2/4/2015,23.3,14.01,26.37,19.78,2.7416
2/5/2015,22.79,14.48,25.73,19.23,2.7446
2/6/2015,23.21,14.55,26.27,19.22,2.7815
2/9/2015,23.39,14.64,26.5,19.89,2.7685
2/10/2015,23.46,14.8,26.58,19.96,2.8338
2/11/2015,23.47,15.03,26.57,19.96,2.8688
2/12/2015,23.85,15.23,27.06,20.37,2.8205
2/13/2015,24.44,15.34,27.81,21.02,2.8333
2/16/2015,24.53,15.48,27.93,21.12,2.8333
2/17/2015,24.63,15.51,28.05,21.23,2.829
2/18/2015,24.78,15.56,28.24,21.39,2.8364
2/19/2015,24.56,15.6,27.95,21.14,2.8663
2/20/2015,24.4,15.58,27.74,20.96,2.867
2/23/2015,24.42,15.58,27.76,20.98,2.8785
2/24/2015,24.24,15.63,27.53,20.79,2.8325
2/25/2015,24.27,16.56,27.56,20.81,2.8745
2/26/2015,24.79,16.74,28.23,21.38,2.908
2/27/2015,24.99,16.86,28.48,21.47,2.838
3/2/2015,24.95,17.03,28.43,21.55,2.896
3/3/2015,24.79,17.24,28.22,21.37,2.9303
3/4/2015,24.94,17.44,28.41,21.54,2.9755
3/5/2015,24.88,17.45,28.32,21.57,3.0024
3/6/2015,24.79,17.52,28.21,21.58,3.0605
3/9/2015,24.63,17.6,28.01,21.58,3.1215
3/10/2015,24.28,17.63,27.54,21.57,3.1016
3/11/2015,24.46,17.08,27.78,21.55,3.1251
3/12/2015,24.51,15.44,27.84,21.57,3.1647
3/13/2015,24.2,15.42,27.44,21.6,3.2479
3/16/2015,23.96,15.44,27.13,21.69,3.2485
3/17/2015,24.11,15.45,27.31,21.83,3.2392
3/18/2015,24.45,15.06,27.74,22.02,3.2084
