,BRL=,Paraguana Bunge,Santarem Cargill,Santos ADM
Paraguana Bunge,-0.741881606217728,11.657343797519445,-3.211106890578187,4.439414180093387
Santarem Cargill,0.9818623795467583,-3.211106890578187,19.606542297794338,4.395436396745713
Santos ADM,-1.1085715328026393,4.439414180093387,4.395436396745713,29.041980977513223
BRL=,0.4455757128786574,-0.741881606217728,0.9818623795467583,-1.1085715328026393
